POI_ID,Company_ID,Company_Name,HQ_Country,Service_Type,FY_Year,Total_Customers_To_POI,Active_Tourists,Avg_Customer_Rating,Revenue(USD),Marketing_Expenditure_USD,Avg_Booking_Value,Destinations_Preference_Index,Tech_Adaptability_index,Digital_Channel_Share,Customer_Retention,Avg_Trip_Cost_USD,Commission,CSR_Focus_index,Reviews,Booking_Platforms,POI_Name,Country,Region_type,POI_Latitude,POI_Longitude,POI_Type_Detailed,Time_To_Visit,Family_Friendly_Index,Transit_Time(in mins),Local_Transfer(USD),Accessebility_Value,Visitor_Volume(in thousands),Seasonality_Index,Food_Index,Operating_Hours,Safety_Index,Cost_of_POI,Connectivity_index,Common_Travel_Partner,Total_Visitors,Dominant_Age_Group,Origin_Country,Average_Sentiment_Score,Average_Rating,Avg_spend_per_head,Accesebility_index,Travel_mode,time_spent,Overall_experience,Engagement_Score,Family_Score,Profit_Margin,Revenue_Per_Customer,Marketing_ROI,POI_Category,Price_Tier,Digital_Adoption,Season_Category,Cluster,High_Performer
POI_03482,COMP_0015,Airbnb Inc,Turkey,Tour Operator,2023,10672120,8263338,8.1,361932.47,87167.56,3.0,6.7,6.8,0.48,0.5,592.4,449100.03,6.7,Perfect destination for families with children,Booking.com,Tokyo Historical Monument,Japan,Urban,35.697633,139.692547,Historical Monument,Year-Round,6.9,91,No,7.2,8991.7,3.1,7.6,24 Hours,7.4,444.42,7.8,Couple,2,46-55,Japan,8.0,7.8,157.17,7.1,Train,90 mins,7.2,7.77,7.15,0.759,0.03,4.15,Cultural/Heritage,Luxury,Low,Year-Round,0.0,0
POI_03483,COMP_0023,Norwegian Cruise Line,Spain,Resort,2023,31458392,26749378,6.7,242103.89,55649.92,6.1,6.1,4.2,0.86,0.5,870.32,297753.81,4.2,Would definitely return for another visit soon,Expedia,Barcelona Food Market,Spain,Coastal,41.428574,2.205886,Beach Resort,October-December,4.3,74,Yes,7.1,6234.0,6.3,5.8,8:00 AM - 19:00 PM,7.5,257.52,8.3,Family,4,46-55,Germany,8.6,8.5,450.49,5.9,Car,180 mins,7.9,7.73,5.9,0.77,0.01,4.35,Beach/Island,Mid-Range,High,Year-Round,0.0,0
POI_03484,COMP_0020,Intrepid Travel,UAE,Tour Operator,2020,2972304,2146011,6.6,333367.77,38828.59,2.1,6.6,3.5,0.62,0.6,1289.46,372196.36,6.0,Professional service and attention to detail,Booking.com,Rome Adventure Park,Italy,Historical,41.95278,12.465576,Adventure Park,October-December,3.9,68,No,4.3,2310.9,4.3,5.9,24 Hours,6.2,486.42,5.2,Family,3,56-65,Australia,6.6,6.5,709.74,3.4,Train,24 hours,7.0,6.73,5.05,0.884,0.11,8.59,Nature/Adventure,Luxury,Medium,Year-Round,1.0,0
POI_03485,COMP_0024,MSC Cruises,Spain,Cruise Line,2023,490348,367908,7.1,375040.39,89498.43,3.9,4.9,5.3,0.42,0.62,273.72,464538.82,6.6,Great location but slightly crowded during peak season,Expedia,Singapore Cultural Center,Singapore,Urban,1.354325,103.861246,Cultural Center,October-December,9.3,109,Yes,6.2,3477.9,5.8,6.5,9:00 AM - 21:00 PM,8.4,188.24,7.9,Couple,2,46-55,Australia,9.0,9.5,493.22,9.1,Train,240 mins,10.0,8.7,8.85,0.761,0.76,4.19,Cultural/Heritage,Mid-Range,Low,Year-Round,0.0,1
POI_03486,COMP_0019,G Adventures,Australia,Travel Agency,2020,157045,115693,6.1,150089.96,20334.7,4.8,6.0,5.3,0.7,0.52,1163.98,170424.66,3.8,Highly recommended for first-time visitors,Booking.com,Bangkok Theme Park,Thailand,Urban,13.736176,100.539738,Theme Park,January-March,8.2,25,Yes,5.2,2464.5,4.9,5.5,9:00 AM - 19:00 PM,7.0,127.1,7.0,Solo,1,36-45,Australia,10.0,9.6,627.36,5.5,Car,90 mins,9.9,8.67,7.6,0.865,0.96,7.38,Urban/Entertainment,Mid-Range,Medium,Winter,0.0,1
POI_03487,COMP_0013,Expedia Group,Italy,Travel Agency,2022,4183022,2959914,8.7,95412.17,15483.75,3.9,5.6,6.1,0.35,0.74,1028.01,110895.92,7.4,Excellent staff and well-maintained property throughout,Expedia,Maldives Shopping District,Maldives,Island,3.187018,73.2094,Beach Resort,Summer Season,4.1,39,No,6.0,4238.5,7.2,6.2,10:00 AM - 20:00 PM,6.2,251.58,5.6,Couple,2,26-35,Germany,6.7,6.6,315.48,4.2,Car,60 mins,6.2,7.2,5.15,0.838,0.02,6.16,Beach/Island,Mid-Range,Low,Summer,1.0,0
POI_03488,COMP_0007,Choice Hotels,Japan,Cruise Line,2021,26590474,19166115,9.4,80101.27,12513.21,8.4,7.9,6.8,0.78,0.62,2130.2,92614.48,7.3,Excellent staff and well-maintained property throughout,Expedia,Tokyo Shopping District,Japan,Urban,35.667117,139.637673,Shopping District,October-December,5.6,55,Yes,6.6,3308.2,4.1,7.7,24 Hours,5.7,146.56,7.8,Solo,1,18-25,Australia,7.5,7.9,475.67,5.2,Bus,30 mins,7.2,8.03,5.65,0.844,0.0,6.4,Urban/Entertainment,Mid-Range,Medium,Year-Round,1.0,0
POI_03489,COMP_0030,Insight Vacations,Singapore,Tour Operator,2021,5793047,4085122,9.7,145360.69,23115.92,5.1,8.6,5.4,0.57,0.63,904.2,168476.61,5.9,Breathtaking views and stunning natural scenery,Airbnb,Maldives Art Gallery,Maldives,Island,3.173396,73.176234,Beach Resort,April-June,5.4,60,No,5.3,8351.2,3.2,8.5,7:00 AM - 17:00 PM,9.8,284.45,7.1,Couple,2,56-65,Australia,10.0,9.9,184.71,9.7,Train,48 hours,9.6,9.77,7.6,0.841,0.03,6.29,Beach/Island,Mid-Range,Medium,Spring/Fall,0.0,1
POI_03490,COMP_0030,Insight Vacations,United States,Hotel Chain,2023,971541,773268,8.8,454569.11,77367.1,4.3,6.1,8.0,0.95,0.6,2294.68,531936.21,7.2,Professional service and attention to detail,Booking.com,Rome Adventure Park,Italy,Historical,41.951586,12.451188,Adventure Park,January-March,4.7,114,Yes,5.5,10204.1,6.3,8.2,24 Hours,8.1,300.61,8.5,Family,5,36-45,France,9.1,8.6,270.88,6.1,Train,90 mins,8.8,8.9,6.4,0.83,0.47,5.88,Nature/Adventure,Luxury,High,Winter,0.0,1
POI_03491,COMP_0015,Airbnb Inc,France,Resort,2021,3031221,2526674,9.9,223615.97,42005.09,5.6,8.2,7.5,0.32,0.89,473.44,265621.06,9.6,Good value for money with comfortable accommodations,Booking.com,Dubai Historical Monument,UAE,Urban,25.194167,55.245809,Historical Monument,July-September,8.1,92,Yes,9.3,843.1,6.7,5.3,24 Hours,6.4,178.32,6.4,Couple,2,65+,United States,8.6,9.5,421.41,8.0,Flight,30 mins,9.4,9.3,7.25,0.812,0.07,5.32,Cultural/Heritage,Mid-Range,Low,Summer,0.0,1
POI_03492,COMP_0020,Intrepid Travel,UAE,Hotel Chain,2023,5074965,4055086,8.0,382574.8,91909.51,7.2,6.7,5.7,0.78,0.75,1486.64,474484.31,4.3,Good value for money with comfortable accommodations,Expedia,Barcelona Mountain Resort,Spain,Coastal,41.374756,2.221198,Mountain Resort,July-September,8.6,21,No,7.6,5548.6,6.5,8.7,24 Hours,5.4,87.41,7.9,Couple,2,36-45,United States,8.0,8.8,107.96,6.8,Bus,180 mins,8.9,8.3,7.0,0.76,0.08,4.16,Nature/Adventure,Budget,Medium,Summer,0.0,0
POI_03493,COMP_0025,Disney Cruise Line,United States,Resort,2024,3438852,2817976,6.2,87412.3,8811.59,2.1,4.8,4.4,0.67,0.53,914.37,96223.89,4.9,Clean and comfortable with friendly staff members,Expedia,Los Angeles Religious Site,United States,Urban,34.00803,-118.2311,Religious Site,July-September,6.3,101,No,4.3,2237.2,5.4,4.4,9:00 AM - 17:00 PM,7.6,294.67,8.5,Friends,5,46-55,United Kingdom,9.0,8.6,151.96,4.6,Car,120 hours,9.4,8.2,6.95,0.899,0.03,9.92,Cultural/Heritage,Mid-Range,Medium,Summer,0.0,0
POI_03494,COMP_0015,Airbnb Inc,Spain,Travel Agency,2024,4665270,4033251,7.6,130672.83,25385.0,5.2,7.1,4.3,0.97,0.7,282.22,156057.83,6.1,Beautiful setting with convenient location access,Direct Website,Phuket Wildlife Sanctuary,Thailand,Coastal,7.912819,98.347547,Wildlife Sanctuary,January-March,5.6,101,No,3.7,3042.0,5.6,3.2,9:00 AM - 21:00 PM,5.5,187.34,4.2,Family,5,26-35,Australia,6.6,6.1,129.05,3.5,Car,30 mins,5.8,6.67,5.55,0.806,0.03,5.15,Nature/Adventure,Mid-Range,High,Winter,1.0,0
POI_03495,COMP_0004,Hyatt Hotels,Japan,Resort,2023,200904,150595,6.8,463280.54,74216.6,2.2,5.8,4.4,0.79,0.56,955.26,537497.14,3.6,Excellent staff and well-maintained property throughout,TripAdvisor,Paris Museum,France,Historical,48.839774,2.352094,Museum,Winter Season,4.8,59,Yes,4.9,3341.7,6.7,4.6,24 Hours,4.6,184.86,6.4,Couple,2,46-55,United States,6.9,7.4,169.44,4.9,Bus,60 mins,7.6,7.1,4.7,0.84,2.31,6.24,Cultural/Heritage,Mid-Range,Medium,Winter,1.0,0
POI_03496,COMP_0010,Minor Hotels,Thailand,Tour Operator,2024,2293192,1973657,8.0,379862.47,49013.6,7.6,6.0,4.8,0.84,0.52,1619.25,428876.07,5.7,Great location but slightly crowded during peak season,Expedia,Singapore Mountain Resort,Singapore,Urban,1.326474,103.790036,Mountain Resort,Winter Season,4.7,53,Yes,4.4,11141.7,7.0,4.7,24 Hours,5.3,325.18,4.5,Friends,6,65+,Germany,5.9,6.5,625.31,4.2,Train,180 mins,6.3,6.73,5.0,0.871,0.17,7.75,Nature/Adventure,Luxury,High,Winter,1.0,0
POI_03497,COMP_0028,Trafalgar Tours,Turkey,Tour Operator,2020,8062878,6604275,9.9,264809.77,42381.67,6.7,5.2,8.3,0.55,0.92,934.44,307191.44,5.9,Peaceful atmosphere perfect for relaxation and unwinding,Direct Website,Singapore Archaeological Site,Singapore,Urban,1.303945,103.86736,Archaeological Site,Spring-Fall,6.5,40,No,5.7,14998.8,4.7,6.1,24 Hours,7.6,282.36,8.0,Couple,2,56-65,United Kingdom,9.7,9.8,102.61,7.2,Train,180 mins,9.5,9.7,7.05,0.84,0.03,6.25,Cultural/Heritage,Mid-Range,Medium,Spring/Fall,0.0,1
POI_03498,COMP_0010,Minor Hotels,Italy,Hotel Chain,2020,2768065,2392119,7.3,160030.81,30137.88,4.5,5.7,5.6,0.7,0.62,875.19,190168.69,5.9,Would definitely return for another visit soon,Airbnb,Bangkok Mountain Resort,Thailand,Urban,13.741689,100.547887,Mountain Resort,July-September,8.4,60,Yes,4.3,8307.3,4.2,6.9,24 Hours,8.1,326.82,6.6,Couple,2,56-65,Germany,7.7,8.4,201.33,4.4,Flight,240 mins,8.8,7.93,8.25,0.812,0.06,5.31,Nature/Adventure,Luxury,Medium,Summer,0.0,0
POI_03499,COMP_0010,Minor Hotels,France,Resort,2023,3725792,3350696,7.7,247159.17,38260.89,4.8,4.0,4.1,0.36,0.48,327.21,285420.06,4.9,Breathtaking views and stunning natural scenery,Airbnb,Rome Mountain Resort,Italy,Historical,41.862681,12.490915,Mountain Resort,October-December,9.0,45,No,5.1,529.8,3.7,5.8,24 Hours,8.9,66.13,8.3,Solo,1,46-55,United Kingdom,10.0,10.0,209.49,9.5,Flight,180 mins,9.2,8.97,8.95,0.845,0.07,6.46,Nature/Adventure,Budget,Low,Year-Round,0.0,1
POI_03500,COMP_0027,Abercrombie & Kent,United Kingdom,Cruise Line,2023,1633899,1442401,8.5,395533.11,77797.0,5.6,6.9,4.4,0.69,0.62,2159.85,473330.11,8.2,Professional service and attention to detail,Booking.com,Sydney Adventure Park,Australia,Coastal,-33.901978,151.240927,Adventure Park,Year-Round,5.7,16,Yes,4.4,1499.4,4.7,7.8,7:00 AM - 19:00 PM,5.5,54.61,6.1,Family,3,26-35,United Kingdom,7.6,7.9,347.84,4.0,Train,90 mins,8.3,8.13,5.6,0.803,0.24,5.08,Nature/Adventure,Budget,Medium,Year-Round,1.0,0
POI_03501,COMP_0030,Insight Vacations,UAE,Cruise Line,2023,520848,365688,6.1,426128.75,58823.95,3.2,4.6,4.1,0.79,0.48,1051.41,484952.7,6.0,Lovely place with authentic local experiences,Expedia,Barcelona Religious Site,Spain,Coastal,41.354017,2.125447,Religious Site,October-December,6.8,75,No,6.5,28081.2,3.2,4.7,6:00 AM - 19:00 PM,6.4,474.34,7.0,Friends,4,26-35,Germany,8.1,8.2,691.94,6.3,Bus,90 mins,7.5,7.23,6.6,0.862,0.82,7.24,Cultural/Heritage,Luxury,Medium,Year-Round,1.0,0
POI_03502,COMP_0030,Insight Vacations,UAE,Hotel Chain,2020,5895115,4278353,9.0,109693.93,17618.62,2.7,7.8,5.3,0.34,0.7,584.26,127312.55,6.1,Perfect destination for families with children,Booking.com,Los Angeles Religious Site,United States,Urban,34.049138,-118.257715,Religious Site,October-December,6.9,33,No,4.1,409.9,5.2,7.2,24 Hours,6.4,408.27,7.4,Family,3,56-65,China,7.8,7.7,682.93,6.3,Flight,72 hours,7.8,8.2,6.65,0.839,0.02,6.23,Cultural/Heritage,Luxury,Low,Year-Round,0.0,0
POI_03503,COMP_0029,Contiki Holidays,Spain,Travel Agency,2024,4549763,3382993,8.1,66662.64,11101.89,5.8,6.7,7.0,0.99,0.62,696.54,77764.53,5.5,Perfect destination for families with children,Booking.com,Paris Botanical Garden,France,Historical,48.878278,2.341456,Botanical Garden,Spring-Fall,6.8,66,No,5.3,250.8,6.1,8.1,10:00 AM - 19:00 PM,5.8,272.22,5.9,Solo,1,56-65,United Kingdom,9.6,9.5,731.15,8.9,Bus,60 mins,9.0,8.9,6.3,0.833,0.01,6.0,Urban/Entertainment,Mid-Range,High,Spring/Fall,0.0,1
POI_03504,COMP_0021,Carnival Corporation,Japan,Tour Operator,2024,12512451,11226380,7.0,356123.39,58115.94,3.8,6.0,4.4,0.51,0.48,774.84,414239.33,5.5,Would definitely return for another visit soon,Expedia,Phuket Historical Monument,Thailand,Coastal,7.873079,98.387781,Historical Monument,Spring-Fall,3.6,95,Yes,6.1,2095.5,5.4,3.9,24 Hours,5.4,130.05,6.5,Friends,6,18-25,Australia,6.2,6.8,101.17,6.7,Car,120 hours,6.2,6.47,4.5,0.837,0.03,6.13,Cultural/Heritage,Mid-Range,Medium,Spring/Fall,1.0,0
POI_03505,COMP_0019,G Adventures,Italy,Tour Operator,2023,2156201,1767599,6.1,73275.0,9262.88,3.7,5.7,3.7,0.55,0.49,1596.8,82537.88,3.9,Relaxing environment with modern amenities available,Direct Website,Bali Scenic Viewpoint,Indonesia,Island,-8.373998,115.092552,Scenic Viewpoint,Summer Season,3.9,114,Yes,3.9,35663.1,9.6,6.7,10:00 AM - 17:00 PM,5.0,125.48,4.5,Family,5,56-65,Germany,6.8,7.5,196.98,6.1,Bus,90 mins,7.0,6.63,4.45,0.874,0.03,7.91,Urban/Entertainment,Mid-Range,Medium,Summer,1.0,0
POI_03506,COMP_0008,Best Western,United States,Cruise Line,2021,1314605,1178976,8.1,310192.99,52830.75,5.8,6.7,4.9,0.37,0.66,1022.32,363023.74,7.6,Professional service and attention to detail,Expedia,Bali Beach Resort,Indonesia,Island,-8.291931,115.081773,Beach Resort,July-September,5.8,62,No,7.2,242.7,4.4,7.2,24 Hours,5.7,267.69,6.2,Solo,1,65+,United Kingdom,9.4,8.7,677.29,6.5,Train,240 mins,8.6,8.7,5.75,0.83,0.24,5.87,Beach/Island,Mid-Range,Low,Summer,1.0,1
POI_03507,COMP_0029,Contiki Holidays,United Kingdom,Travel Agency,2021,2667183,2165560,6.6,272532.67,35243.88,3.1,4.7,5.4,0.46,0.57,2812.76,307776.55,5.0,Professional service and attention to detail,Airbnb,Maldives Nature Park,Maldives,Island,3.249042,73.21315,Nature Park,January-March,6.6,112,No,6.5,2167.9,6.7,6.5,8:00 AM - 22:00 PM,5.7,293.72,6.6,Friends,6,26-35,France,8.2,8.7,325.61,6.6,Train,120 mins,8.0,7.6,6.15,0.871,0.1,7.73,Nature/Adventure,Mid-Range,Low,Winter,1.0,0
POI_03508,COMP_0014,Booking Holdings,France,Tour Operator,2021,31952093,26166384,8.9,96936.6,20568.89,3.3,7.3,6.1,0.53,0.84,1723.89,117505.49,6.4,Best vacation spot we have visited recently,Direct Website,New York Adventure Park,United States,Urban,40.706973,-74.016203,Adventure Park,January-March,6.6,52,No,8.1,211.1,6.0,6.1,10:00 AM - 20:00 PM,6.8,451.93,7.9,Family,5,46-55,United States,9.3,8.9,171.61,7.0,Train,120 mins,8.5,8.9,6.7,0.788,0.0,4.71,Nature/Adventure,Luxury,Medium,Winter,0.0,1
POI_03509,COMP_0024,MSC Cruises,France,Cruise Line,2024,3998466,3083851,7.3,194639.11,38408.15,5.9,5.7,6.1,0.41,0.64,533.9,233047.26,4.8,Professional service and attention to detail,Direct Website,Sydney Cultural Center,Australia,Coastal,-33.908092,151.165835,Cultural Center,July-September,6.9,34,Yes,6.5,9308.5,5.4,4.9,24 Hours,6.2,232.6,7.9,Friends,5,36-45,France,9.0,8.6,746.46,7.0,Train,120 mins,8.1,8.13,6.55,0.803,0.05,5.07,Cultural/Heritage,Mid-Range,Low,Summer,0.0,0
POI_03510,COMP_0013,Expedia Group,Indonesia,Hotel Chain,2023,16313282,13576658,7.1,62400.39,13440.76,6.5,5.0,3.7,0.7,0.51,1730.34,75841.15,5.1,Exceeded expectations in every possible way,Booking.com,Tokyo Cultural Center,Japan,Urban,35.652316,139.604405,Cultural Center,Spring-Fall,6.0,65,Yes,7.8,10294.6,6.5,6.7,24 Hours,7.6,381.19,6.3,Family,5,26-35,France,9.1,8.8,410.15,5.9,Flight,30 mins,9.6,8.6,6.8,0.785,0.0,4.64,Cultural/Heritage,Luxury,Medium,Spring/Fall,0.0,0
POI_03511,COMP_0013,Expedia Group,Spain,Resort,2023,156483,131770,8.0,153099.18,25167.16,6.7,5.5,6.8,0.48,0.71,1285.26,178266.34,6.4,Lovely place with authentic local experiences,Expedia,Singapore Religious Site,Singapore,Urban,1.341426,103.804042,Religious Site,January-March,3.4,112,No,5.7,3549.3,5.0,6.5,24 Hours,5.1,387.03,4.1,Couple,2,65+,China,7.2,6.6,493.72,4.3,Train,90 mins,6.1,7.1,4.25,0.836,0.98,6.08,Cultural/Heritage,Luxury,Low,Winter,1.0,0
POI_03512,COMP_0028,Trafalgar Tours,United States,Hotel Chain,2022,4440559,3296825,7.5,441080.83,49561.85,6.2,4.1,7.1,0.42,0.71,1515.48,490642.68,7.5,Amazing experience with exceptional service and beautiful facilities,Direct Website,Sydney Scenic Viewpoint,Australia,Coastal,-33.828454,151.161955,Scenic Viewpoint,Year-Round,6.8,92,No,5.2,1079.0,3.7,7.0,10:00 AM - 20:00 PM,5.9,225.39,8.6,Solo,1,46-55,Canada,9.9,9.6,346.24,4.8,Car,90 mins,9.2,8.87,6.35,0.888,0.1,8.9,Urban/Entertainment,Mid-Range,Low,Year-Round,0.0,1
POI_03513,COMP_0018,Thomas Cook,UAE,Hotel Chain,2021,790241,703866,9.8,350768.03,85601.83,9.8,8.8,7.4,0.93,0.63,1384.36,436369.86,9.5,Perfect destination for families with children,Expedia,New York Scenic Viewpoint,United States,Urban,40.737854,-74.001569,Scenic Viewpoint,January-March,6.7,83,No,7.6,2885.2,5.2,7.1,10:00 AM - 17:00 PM,6.4,448.89,9.2,Solo,1,65+,China,10.0,9.7,343.45,6.6,Flight,48 hours,8.8,9.53,6.55,0.756,0.44,4.1,Urban/Entertainment,Luxury,High,Winter,0.0,1
POI_03514,COMP_0021,Carnival Corporation,Singapore,Tour Operator,2021,4135701,3417540,9.5,230282.0,28922.13,8.4,8.3,5.5,0.75,0.62,584.64,259204.13,8.9,Excellent staff and well-maintained property throughout,Direct Website,Bangkok Theme Park,Thailand,Urban,13.80139,100.457404,Theme Park,Winter Season,5.8,49,No,9.1,18804.5,8.8,5.2,7:00 AM - 17:00 PM,9.0,348.46,9.7,Solo,1,65+,Canada,10.0,9.9,782.66,7.2,Flight,240 mins,10.0,9.83,7.4,0.874,0.06,7.96,Urban/Entertainment,Luxury,Medium,Winter,0.0,1
POI_03515,COMP_0022,Royal Caribbean,Indonesia,Tour Operator,2020,3017331,2303280,9.7,183632.68,33807.28,6.5,8.2,9.5,0.37,0.64,785.86,217439.96,7.3,Clean and comfortable with friendly staff members,TripAdvisor,Bangkok Art Gallery,Thailand,Urban,13.779535,100.4775,Art Gallery,January-March,4.2,89,Yes,4.2,1361.9,5.1,5.3,9:00 AM - 18:00 PM,6.3,155.32,6.7,Couple,2,65+,China,7.5,7.2,339.83,4.0,Car,60 mins,7.2,8.13,5.25,0.816,0.06,5.43,Urban/Entertainment,Mid-Range,Low,Winter,1.0,0
POI_03516,COMP_0015,Airbnb Inc,United Kingdom,Tour Operator,2023,982010,729690,9.5,475730.81,86678.97,7.3,5.0,8.0,0.52,0.69,1378.84,562409.78,6.7,Best vacation spot we have visited recently,Expedia,Istanbul Historical Monument,Turkey,Historical,41.045508,28.961243,Historical Monument,Winter Season,3.6,116,No,6.4,4544.8,9.3,6.4,24 Hours,4.6,421.5,5.2,Solo,1,36-45,China,6.9,6.5,527.58,6.0,Flight,30 mins,6.4,7.6,4.1,0.818,0.48,5.49,Cultural/Heritage,Luxury,Medium,Winter,1.0,0
POI_03517,COMP_0024,MSC Cruises,United Kingdom,Travel Agency,2021,3359535,2385535,8.3,223906.15,42584.05,3.6,5.0,4.9,0.76,0.77,868.32,266490.2,7.3,Excellent staff and well-maintained property throughout,TripAdvisor,Bali Art Gallery,Indonesia,Island,-8.31418,115.068719,Beach Resort,January-March,5.6,67,No,7.9,607.7,6.3,8.7,8:00 AM - 17:00 PM,8.9,475.49,6.9,Couple,2,18-25,Japan,9.6,9.3,321.02,8.4,Cruise,120 mins,9.1,9.0,7.25,0.81,0.07,5.26,Beach/Island,Luxury,Medium,Winter,0.0,1
POI_03518,COMP_0005,Accor Hotels,Singapore,Travel Agency,2023,1133719,930294,7.4,93388.69,22627.59,4.2,3.8,3.8,0.49,0.58,116.84,116016.28,5.0,Disappointing considering the price point charged,TripAdvisor,Paris Historical Monument,France,Historical,48.858175,2.392441,Historical Monument,Winter Season,4.7,19,No,4.6,3562.5,10.0,4.8,24 Hours,5.1,359.52,4.1,Family,4,65+,China,6.6,6.6,438.85,5.4,Flight,90 mins,6.1,6.7,4.9,0.758,0.08,4.13,Cultural/Heritage,Luxury,Low,Winter,1.0,0
POI_03519,COMP_0002,Hilton Worldwide,Italy,Travel Agency,2024,3277736,2939482,7.3,143656.39,26695.96,7.1,6.0,6.2,0.6,0.68,267.63,170352.35,5.2,Highly recommended for first-time visitors,Expedia,Singapore Shopping District,Singapore,Urban,1.34677,103.864973,Shopping District,January-March,5.1,47,No,5.5,9874.4,4.3,5.0,6:00 AM - 19:00 PM,7.0,259.15,5.1,Couple,2,46-55,Canada,8.0,8.4,126.73,7.4,Train,30 mins,9.2,8.17,6.05,0.814,0.04,5.38,Urban/Entertainment,Mid-Range,Medium,Winter,0.0,0
POI_03520,COMP_0014,Booking Holdings,Turkey,Travel Agency,2024,234529,182097,7.0,395583.76,65286.52,6.4,5.5,5.7,0.69,0.64,441.42,460870.28,3.7,Unforgettable experience with lasting memories,TripAdvisor,Tokyo Nature Park,Japan,Urban,35.665437,139.655808,Nature Park,April-June,9.3,18,No,6.6,944.4,6.0,4.9,6:00 AM - 17:00 PM,9.3,275.95,6.2,Solo,1,65+,Australia,9.7,9.8,444.84,6.7,Bus,30 mins,9.7,8.8,9.3,0.835,1.69,6.06,Nature/Adventure,Mid-Range,Medium,Spring/Fall,0.0,1
POI_03521,COMP_0028,Trafalgar Tours,France,Resort,2021,636554,483162,7.4,179666.55,20395.68,5.6,6.6,3.8,0.32,0.53,282.56,200062.23,6.3,Great location but slightly crowded during peak season,Airbnb,Maldives Cultural Center,Maldives,Island,3.202164,73.256795,Cultural Center,Year-Round,5.1,118,Yes,4.7,5526.8,5.2,3.4,24 Hours,4.3,351.23,5.2,Solo,1,46-55,China,6.0,6.2,784.97,5.1,Car,30 mins,5.9,6.43,4.7,0.886,0.28,8.81,Cultural/Heritage,Luxury,Low,Year-Round,1.0,0
POI_03522,COMP_0026,Celebrity Cruises,France,Travel Agency,2021,597763,433744,6.9,419959.16,54097.39,5.5,4.3,5.7,0.72,0.63,1000.92,474056.55,3.8,Professional service and attention to detail,Direct Website,Sydney Botanical Garden,Australia,Coastal,-33.847527,151.197484,Botanical Garden,Summer Season,4.6,34,Yes,8.9,212.5,6.3,7.5,6:00 AM - 22:00 PM,8.7,436.8,8.7,Solo,1,46-55,Germany,9.9,9.0,350.09,6.0,Flight,60 mins,8.3,8.37,6.65,0.871,0.7,7.76,Urban/Entertainment,Luxury,Medium,Summer,0.0,0
POI_03523,COMP_0024,MSC Cruises,Turkey,Tour Operator,2024,1461050,1303582,6.4,467161.29,75989.36,2.9,5.9,4.6,0.85,0.48,598.89,543150.65,3.4,Unforgettable experience with lasting memories,Expedia,Barcelona Museum,Spain,Coastal,41.373609,2.182707,Beach Resort,Year-Round,4.8,18,No,4.5,1950.2,5.1,5.2,7:00 AM - 19:00 PM,5.2,143.13,5.5,Solo,1,56-65,Australia,7.5,7.0,788.26,4.6,Cruise,96 hours,7.7,7.2,5.0,0.837,0.32,6.15,Beach/Island,Mid-Range,High,Year-Round,1.0,0
POI_03524,COMP_0010,Minor Hotels,Turkey,Tour Operator,2024,2621495,2287264,6.3,318436.85,66054.89,3.3,5.8,3.7,0.63,0.57,1251.96,384491.74,3.3,Lovely place with authentic local experiences,TripAdvisor,Singapore Food Market,Singapore,Urban,1.371551,103.77329,Food Market,January-March,8.8,96,Yes,8.7,1840.6,5.4,5.4,24 Hours,9.2,113.46,6.6,Solo,1,56-65,Germany,9.4,9.5,448.57,5.2,Train,24 hours,10.0,8.57,9.0,0.793,0.12,4.82,Urban/Entertainment,Mid-Range,Medium,Winter,0.0,0
POI_03525,COMP_0021,Carnival Corporation,United Kingdom,Hotel Chain,2022,18160400,15202617,9.4,70585.88,17143.8,3.8,9.1,8.4,0.48,0.75,2249.12,87729.68,6.5,Beautiful setting with convenient location access,Direct Website,Paris Nature Park,France,Historical,48.841858,2.303378,Nature Park,July-September,4.2,38,No,6.4,9763.7,5.3,4.3,6:00 AM - 21:00 PM,5.1,294.26,5.8,Couple,2,65+,United Kingdom,7.5,7.6,715.41,4.5,Flight,120 mins,8.2,8.37,4.65,0.757,0.0,4.12,Nature/Adventure,Mid-Range,Low,Summer,1.0,0
POI_03526,COMP_0021,Carnival Corporation,Italy,Travel Agency,2023,2092536,1666541,6.3,121786.09,28644.57,3.1,4.9,5.8,0.51,0.39,2504.88,150430.66,5.1,Great location but slightly crowded during peak season,Direct Website,London Adventure Park,United Kingdom,Historical,51.501671,-0.120433,Adventure Park,July-September,4.9,54,No,5.3,103227.8,4.0,5.5,8:00 AM - 22:00 PM,6.7,331.02,5.6,Couple,2,36-45,Japan,6.9,7.4,676.83,5.6,Train,120 mins,8.1,7.1,5.8,0.765,0.06,4.25,Nature/Adventure,Luxury,Medium,Summer,1.0,0
POI_03527,COMP_0003,IHG Hotels,Singapore,Resort,2021,8624460,6779721,7.9,265881.46,53464.67,6.2,6.2,4.7,0.83,0.73,1592.04,319346.13,5.9,Professional service and attention to detail,Direct Website,Bali Religious Site,Indonesia,Island,-8.316931,115.056964,Religious Site,Winter Season,5.6,24,No,5.6,4928.5,6.6,7.9,24 Hours,6.9,161.78,9.3,Friends,4,36-45,China,10.0,9.7,312.47,9.7,Flight,72 hours,10.0,9.3,6.25,0.799,0.03,4.97,Cultural/Heritage,Mid-Range,High,Winter,0.0,1
