POI_ID,POI_Name,Country,Region_type,POI_Latitude,POI_Longitude,POI_Type_Detailed,Time_To_Visit,Family_Friendly_Index,Transit_Time,Local_Transfer(USD),Accessebility_Value,Visitor_Volume,Seasonality_Index,Food_Index,Operating_Hours,Safety_Index,Cost_of_POI,connectivity_index
POI_04179,RIU Hotel - Toronto,Canada,Historical,43.686918,-79.42761,Hotel,99.3,94,41,17,64,800000,50,74,24,60,89,68
POI_04180,Atlantis Resort - Las Vegas,United States,Suburban,36.154831,-115.140774,Resort,85.5,96,38,44,52,800000,44,63,8,73,103,74
POI_04181,Atlantis Mountain Resort - Las Vegas,United States,Rural,36.160433,-115.113946,Mountain Resort,43.2,95,107,46,54,800000,35,73,13,79,294,67
POI_04182,Four Resort - France,France,Suburban,46.563934,1.92277,Resort,48.3,81,30,26,57,800000,50,56,15,71,69,59
POI_04183,Four Beach Resort - San Francisco,United States,Coastal,37.740729,-122.389577,Beach Resort,82.5,100,108,114,63,800000,80,72,10,65,186,54
POI_04184,Ritz-Carlton Business Center - United Kingdom,United Kingdom,Island,54.685064,-3.281433,Business Center,11.0,83,71,80,44,800000,66,56,15,79,106,76
POI_04185,Mandarin Tech Hub - France,France,Coastal,46.578077,1.868573,Tech Hub,11.4,75,110,150,53,800000,67,70,14,81,132,74
POI_04186,Mandarin Outdoor Recreation - Seoul,South Korea,Suburban,37.545266,126.935971,Outdoor Recreation,11.2,93,71,82,64,800000,43,62,16,81,34,71
POI_04187,Aman Resort - Amsterdam,Netherlands,Coastal,52.354768,4.886441,Resort,50.9,90,89,81,61,800000,66,66,12,88,270,72
POI_04188,Aman Business Hotel - New York,United States,Metropolitan,40.744456,-73.987629,Business Hotel,97.8,79,35,23,63,800000,46,88,24,69,21,79
POI_04189,Six Corporate Lounge - Dubai,UAE,Urban,25.190818,55.274005,Corporate Lounge,4.4,83,19,28,82,800000,38,70,15,70,63,74
POI_04190,Six Destination Office - Los Angeles,United States,Urban,34.025685,-118.281926,Destination Office,1.2,100,33,37,72,800000,49,71,11,66,114,65
POI_04191,Rosewood Hotel - Miami,United States,Coastal,25.770302,-80.176699,Hotel,33.9,93,64,49,69,800000,75,69,24,60,69,73
POI_04192,Belmond Corporate Office - Venice,Italy,Metropolitan,45.451419,12.275566,Corporate Office,3.9,100,32,38,63,800000,45,84,10,73,91,90
POI_04193,Belmond Hotel - Tokyo,Japan,Metropolitan,35.668574,139.688105,Hotel,79.7,96,17,25,70,800000,52,87,24,77,34,91
POI_04194,Soneva Cruise Terminal - Miami,United States,Coastal,25.719411,-80.165954,Cruise Terminal,148.2,82,95,75,46,800000,73,50,10,60,34,62
POI_04195,Soneva Travel Agency - France,France,Metropolitan,46.636114,1.910456,Travel Agency,6.3,93,32,35,66,800000,31,80,15,64,120,91
POI_04196,One&Only Resort Hotel - Prague,Czech Republic,Historical,50.062709,14.404268,Resort Hotel,29.4,100,51,57,50,800000,36,66,24,62,98,54
POI_04197,One&Only Resort - Toronto,Canada,Historical,43.681273,-79.421663,Resort,75.8,92,29,20,53,800000,63,64,15,65,99,55
POI_04198,Jumeirah Wildlife Center - United Kingdom,United Kingdom,Island,54.724161,-3.249353,Wildlife Center,9.9,100,72,74,51,800000,83,52,15,60,95,70
POI_04199,Jumeirah Outdoor Recreation - Singapore,Singapore,Metropolitan,1.326606,103.828325,Outdoor Recreation,3.7,100,16,14,73,800000,34,65,14,89,126,84
POI_04200,Fairmont Resort Hotel - Rome,Italy,Historical,41.901768,12.45998,Resort Hotel,120.0,100,40,51,61,800000,62,57,24,67,41,64
POI_04201,Fairmont Beach Resort - Venice,Italy,Island,45.476333,12.307978,Beach Resort,113.2,67,52,75,47,800000,73,54,9,62,255,54
POI_04202,Fairmont Business Hotel - Tokyo,Japan,Metropolitan,35.64125,139.684714,Business Hotel,96.8,86,26,36,65,800000,47,87,24,90,56,77
POI_04203,Shangri-La Business Hotel - Barcelona,Spain,Urban,41.361712,2.157768,Business Hotel,75.0,100,21,27,59,800000,39,86,24,67,157,60
POI_04204,Peninsula Mountain Resort - Los Angeles,United States,Mountain,34.024251,-118.25997,Mountain Resort,101.5,87,71,83,55,800000,87,63,11,78,90,70
POI_04205,Peninsula Resort Hotel - Seoul,South Korea,Historical,37.595546,126.986282,Resort Hotel,32.1,100,56,39,66,800000,35,69,24,79,99,71
POI_04206,Banyan Resort - Los Angeles,United States,Rural,34.087338,-118.269683,Resort,31.8,91,54,79,51,800000,33,51,13,81,44,59
POI_04207,Anantara Resort - France,France,Rural,46.618313,1.921439,Resort,54.8,100,47,31,46,800000,39,65,17,62,88,60
POI_04208,Anantara Mountain Resort - United States,United States,Island,39.794844,-100.453914,Mountain Resort,37.0,100,58,62,43,800000,65,49,10,71,332,69
POI_04209,Minor Luxury Hotel - Seoul,South Korea,Island,37.557947,126.948312,Luxury Hotel,105.2,100,117,137,51,800000,71,72,24,68,31,58
POI_04210,Minor Hotel - Melbourne,Australia,Metropolitan,-37.823476,144.998521,Hotel,109.2,89,14,17,70,800000,47,85,24,67,84,73
POI_04211,Centara Beach Resort - Mumbai,India,Suburban,19.042927,72.842951,Beach Resort,61.5,100,73,103,65,800000,46,73,10,78,341,56
POI_04212,Marriott Tourist Info - Amsterdam,Netherlands,Historical,52.409821,4.939615,Tourist Info,6.6,82,16,8,51,800000,35,70,17,75,80,66
POI_04213,Hilton Travel Agency - Venice,Italy,Island,45.474386,12.330355,Travel Agency,4.7,91,102,115,52,800000,76,61,12,65,107,60
POI_04214,Hilton Business Center - Paris,France,Rural,48.845274,2.357117,Business Center,8.1,95,38,35,57,800000,49,64,9,76,45,68
POI_04215,InterContinental Business Hotel - Tokyo,Japan,Metropolitan,35.717715,139.616543,Business Hotel,26.8,100,32,33,61,800000,41,64,24,83,168,82
POI_04216,InterContinental Beach Resort - Kyoto,Japan,Historical,34.985643,135.766217,Beach Resort,101.8,84,51,61,47,800000,44,70,9,78,408,69
POI_04217,InterContinental Resort Hotel - Hong Kong,Hong Kong,Metropolitan,22.317815,114.174881,Resort Hotel,108.5,100,20,20,60,800000,41,88,24,75,302,94
POI_04218,Wyndham Resort - Venice,Italy,Island,45.456496,12.343757,Resort,101.4,77,48,53,67,800000,84,56,9,64,200,65
POI_04219,Wyndham Resort Hotel - Los Angeles,United States,Island,34.067907,-118.254975,Resort Hotel,73.5,84,75,98,66,800000,68,59,24,79,408,57
POI_04220,Accor Tourist Info - Los Angeles,United States,Historical,34.060039,-118.27668,Tourist Info,8.8,92,45,42,54,800000,63,63,10,74,136,53
POI_04221,Best Spa Resort - Cancun,Mexico,Coastal,21.155313,-86.85859,Spa Resort,63.7,100,39,46,58,800000,63,59,17,78,348,74
POI_04222,Best Resort - United Kingdom,United Kingdom,Island,54.704623,-3.251197,Resort,69.6,86,106,101,60,800000,60,74,9,63,129,74
POI_04223,Hyatt Resort - Kyoto,Japan,Historical,35.032442,135.778378,Resort,74.7,84,29,23,66,800000,48,58,12,79,180,56
POI_04224,Hyatt Hotel - Cancun,Mexico,Coastal,21.132114,-86.877499,Hotel,70.3,98,75,97,64,800000,70,70,24,72,151,55
POI_04225,Radisson Resort - Hong Kong,Hong Kong,Island,22.319235,114.156725,Resort,55.2,94,117,62,59,800000,60,63,14,63,117,62
POI_04226,Radisson Resort - Rome,Italy,Historical,41.861439,12.52331,Resort,64.8,95,21,22,46,800000,43,52,14,71,101,61
POI_04227,Choice Business Hotel - Paris,France,Rural,48.90047,2.384702,Business Hotel,56.6,78,34,44,57,800000,39,55,24,80,25,70
POI_04228,Expedia Business Center - United States,United States,Suburban,39.768956,-100.442033,Business Center,5.8,77,45,59,55,800000,57,66,12,61,66,60
POI_04229,Expedia Corporate Office - Rio de Janeiro,Brazil,Urban,-22.887487,-43.147551,Corporate Office,1.6,75,55,34,66,800000,51,66,11,69,20,74
POI_04230,Booking Cruise Terminal - Barcelona,Spain,Urban,41.365748,2.208103,Cruise Terminal,93.9,81,50,65,73,800000,46,78,8,61,159,54
POI_04231,Airbnb Executive Office - Los Angeles,United States,Historical,34.08919,-118.248318,Executive Office,3.7,100,57,25,43,800000,51,49,11,64,75,70
POI_04232,TripAdvisor Adventure Center - Rio de Janeiro,Brazil,Mountain,-22.929993,-43.201035,Adventure Center,8.6,100,48,38,45,800000,85,50,13,66,107,74
POI_04233,TripAdvisor Corporate Lounge - Barcelona,Spain,Mountain,41.402463,2.17669,Corporate Lounge,10.9,100,114,135,48,800000,89,57,13,69,109,64
POI_04234,TripAdvisor Travel Agency - Rome,Italy,Historical,41.906109,12.524988,Travel Agency,10.5,82,35,16,57,800000,61,61,17,60,58,67
POI_04235,Carnival Tech Hub - Las Vegas,United States,Coastal,36.164988,-115.139314,Tech Hub,3.2,100,76,81,62,800000,76,51,8,75,77,74
POI_04236,Carnival Activity Hub - Rio de Janeiro,Brazil,Mountain,-22.889867,-43.160353,Activity Hub,8.1,85,32,41,69,800000,65,50,17,70,102,71
POI_04237,Royal Travel Agency - Venice,Italy,Coastal,45.425983,12.340951,Travel Agency,7.4,96,41,42,44,800000,68,74,10,81,97,55
POI_04238,Norwegian Port - Las Vegas,United States,Island,36.141317,-115.132786,Port,8.7,100,79,96,59,800000,70,53,16,81,116,71
POI_04239,Norwegian Marina - San Francisco,United States,Urban,37.736599,-122.439006,Marina,10.8,91,40,41,67,800000,43,73,9,70,85,58
POI_04240,TUI Executive Office - France,France,Rural,46.566407,1.870925,Executive Office,2.0,100,78,39,43,800000,45,70,11,80,167,64
POI_04241,Thomas Tourist Info - United States,United States,Coastal,39.757843,-100.406553,Tourist Info,4.2,100,114,51,66,800000,70,65,15,72,53,65
POI_04242,Thomas Business Hotel - Kyoto,Japan,Historical,35.021311,135.748367,Business Hotel,26.4,78,36,23,52,800000,50,55,24,78,54,76
POI_04243,Thomas Mountain Resort - France,France,Mountain,46.642644,1.875326,Mountain Resort,111.0,77,95,79,65,800000,62,71,10,80,110,62
POI_04244,G Corporate Lounge - Singapore,Singapore,Metropolitan,1.38157,103.850504,Corporate Lounge,7.9,79,12,11,69,800000,52,75,9,79,93,79
POI_04245,G Wildlife Center - United Kingdom,United Kingdom,Coastal,54.711592,-3.297633,Wildlife Center,12.0,96,74,89,51,800000,62,70,14,78,25,72
POI_04246,Intrepid Travel Agency - France,France,Mountain,46.636289,1.86428,Travel Agency,4.3,100,86,37,56,800000,66,72,11,71,116,61
POI_04247,Intrepid Travel Agency - United States,United States,Suburban,39.745136,-100.486043,Travel Agency,9.3,98,74,75,59,800000,57,67,17,80,58,69
POI_04248,Intrepid Business Center - Toronto,Canada,Rural,43.625434,-79.362304,Business Center,3.6,94,85,54,48,800000,50,52,8,67,140,75
POI_04249,Abercrombie Corporate Lounge - Barcelona,Spain,Island,41.416166,2.143856,Corporate Lounge,3.7,100,99,142,46,800000,88,48,11,70,52,60
POI_04250,Abercrombie Eco Lodge - United Kingdom,United Kingdom,Suburban,54.691646,-3.298015,Eco Lodge,3.2,100,67,51,67,800000,63,51,11,67,121,63
POI_04251,Trafalgar Tourist Info - United States,United States,Rural,39.795881,-100.415974,Tourist Info,3.6,79,115,144,65,800000,51,68,12,63,175,76
POI_04252,Trafalgar Tourist Info - Cancun,Mexico,Coastal,21.133445,-86.838328,Tourist Info,10.7,91,75,31,69,800000,82,54,16,66,97,74
POI_04253,Trafalgar Tourist Info - United States,United States,Rural,39.794649,-100.423603,Tourist Info,3.4,72,83,95,52,800000,49,67,9,62,47,59
POI_04254,Contiki Beach Resort - Rome,Italy,Historical,41.930352,12.541052,Beach Resort,100.8,85,21,26,65,800000,61,55,14,66,244,73
POI_04255,Contiki Corporate Office - Prague,Czech Republic,Historical,50.049872,14.404126,Corporate Office,1.6,94,21,24,62,800000,52,54,9,77,123,73
POI_04256,Insight Tourist Info - Kyoto,Japan,Historical,35.021144,135.79533,Tourist Info,9.8,100,50,63,59,800000,63,58,9,81,77,73
POI_04257,Insight Tourist Info - Singapore,Singapore,Metropolitan,1.316152,103.840769,Tourist Info,6.5,100,20,11,67,800000,54,83,14,84,107,96
POI_04258,Collette Tour Office - United States,United States,Island,39.773888,-100.414518,Tour Office,2.6,100,32,17,49,800000,76,63,11,77,139,76
POI_04259,Tauck Conservation Area - Tokyo,Japan,Metropolitan,35.652077,139.631867,Conservation Area,3.8,97,10,12,72,800000,48,64,12,75,55,79
POI_04260,Tauck Cruise Port - France,France,Mountain,46.558877,1.856244,Cruise Port,214.1,100,38,30,64,800000,88,52,16,75,124,55
POI_04261,Tauck Business Hotel - Dubai,UAE,Coastal,25.171967,55.258856,Business Hotel,74.2,86,57,84,58,800000,89,74,24,71,98,68
POI_04262,Globus Business Hotel - Athens,Greece,Historical,37.948788,23.736254,Business Hotel,42.6,75,30,42,66,800000,38,54,24,72,49,65
POI_04263,Cosmos Cruise Terminal - Singapore,Singapore,Metropolitan,1.396718,103.835372,Cruise Terminal,211.6,100,18,25,80,800000,37,81,12,94,63,82
POI_04264,Gate Tourist Office - France,France,Rural,46.647866,1.908938,Tourist Office,1.2,100,46,44,63,800000,31,68,9,63,72,57
POI_04265,Gate Booking Office - Barcelona,Spain,Historical,41.346951,2.160754,Booking Office,2.7,97,42,56,68,800000,38,61,11,72,55,70
POI_04266,Grand Corporate Office - Dubai,UAE,Rural,25.191105,55.232425,Corporate Office,3.7,100,92,75,48,800000,41,55,11,77,123,53
POI_04267,Grand Booking Office - United States,United States,Metropolitan,39.805393,-100.473471,Booking Office,1.3,100,24,17,84,800000,64,84,9,79,64,89
POI_04268,Road Corporate Office - Berlin,Germany,Suburban,52.490983,13.404903,Corporate Office,1.3,99,57,73,52,800000,50,63,9,60,119,71
POI_04269,Road Nature Reserve - New York,United States,Metropolitan,40.670293,-74.050655,Nature Reserve,10.6,92,28,36,64,800000,58,75,11,79,130,96
POI_04270,Road Resort - Los Angeles,United States,Suburban,34.082524,-118.239531,Resort,30.7,89,115,150,55,800000,53,52,16,80,162,54
POI_04271,Adventure Travel Agency - Rome,Italy,Historical,41.879956,12.517565,Travel Agency,9.5,85,24,29,58,800000,57,66,9,70,41,66
POI_04272,Adventure Tourist Office - Los Angeles,United States,Urban,34.063436,-118.219641,Tourist Office,3.8,87,16,20,61,800000,50,70,9,75,106,65
POI_04273,Pacific Travel Agency - Cancun,Mexico,Coastal,21.13525,-86.879763,Travel Agency,9.0,89,58,56,66,800000,82,65,15,76,37,56
POI_04274,Pacific Travel Agency - San Francisco,United States,Coastal,37.73912,-122.436601,Travel Agency,6.9,82,84,83,48,556921,84,68,11,69,85,65
POI_04275,Pacific Tourist Info - United Kingdom,United Kingdom,Mountain,54.720625,-3.233619,Tourist Info,5.4,100,87,87,62,800000,67,55,13,74,151,72
POI_04276,China Eco Lodge - Barcelona,Spain,Mountain,41.419224,2.14148,Eco Lodge,3.4,87,97,138,45,800000,75,52,14,64,166,61
POI_04277,China Tourist Info - Tokyo,Japan,Metropolitan,35.641916,139.677609,Tourist Info,3.2,100,30,13,82,800000,32,80,12,78,41,94
POI_04278,Wendy Travel Agency - Vienna,Austria,Rural,48.164328,16.378402,Travel Agency,11.8,96,81,85,50,800000,34,64,11,86,102,65
POI_04279,Wendy Tour Office - Mumbai,India,Island,19.073062,72.870632,Tour Office,3.6,78,104,66,46,800000,83,59,8,73,89,59
POI_04280,Cox Visitor Center - Rio de Janeiro,Brazil,Suburban,-22.876068,-43.128809,Visitor Center,9.5,86,118,90,67,800000,54,74,14,68,93,53
POI_04281,Cox Tour Office - New York,United States,Metropolitan,40.692324,-74.017909,Tour Office,3.5,89,30,34,74,800000,61,85,8,61,38,96
POI_04282,Cox Tech Hub - United Kingdom,United Kingdom,Suburban,54.670911,-3.260255,Tech Hub,8.0,80,35,37,57,800000,47,53,16,78,70,63
POI_04283,Kuoni Business Center - Barcelona,Spain,Island,41.395051,2.162023,Business Center,7.4,92,81,108,63,800000,78,61,12,60,76,59
POI_04284,Virgin Cruise Port - France,France,Mountain,46.631294,1.867671,Cruise Port,100.5,84,113,71,62,800000,63,61,13,60,55,74
POI_04285,Virgin Business Hotel - Rome,Italy,Historical,41.941097,12.46678,Business Hotel,90.1,100,34,47,67,800000,59,56,24,77,112,66
POI_04286,Jet2holidays Tourist Info - Venice,Italy,Metropolitan,45.463562,12.29524,Tourist Info,7.5,74,38,26,72,800000,35,74,10,72,75,85
POI_04287,Jet2holidays Port - Seoul,South Korea,Metropolitan,37.602561,127.016064,Port,10.1,78,17,8,63,800000,37,68,13,79,117,81
POI_04288,On Visitor Center - Mumbai,India,Mountain,19.100932,72.893237,Visitor Center,8.8,76,58,70,66,800000,72,68,16,69,130,59
POI_04289,On Marina - United States,United States,Rural,39.740991,-100.458265,Marina,5.1,100,102,102,53,800000,54,72,10,73,143,72
POI_04290,On Resort Hotel - France,France,Rural,46.596698,1.902794,Resort Hotel,67.4,100,75,48,48,800000,61,58,24,80,258,74
POI_04291,Travelzoo Booking Office - Miami,United States,Coastal,25.772242,-80.158639,Booking Office,2.9,93,63,58,43,800000,60,65,11,74,177,75
POI_04292,Secret Executive Office - Las Vegas,United States,Rural,36.144011,-115.127064,Executive Office,2.3,100,86,114,65,800000,36,71,11,73,32,55
POI_04293,Secret Destination Office - Shanghai,China,Mountain,31.24627,121.454771,Destination Office,2.5,100,43,23,54,800000,88,52,11,62,23,55
POI_04294,Secret Luxury Hotel - United States,United States,Coastal,39.81752,-100.415508,Luxury Hotel,92.2,100,42,56,47,800000,70,63,24,77,51,62
POI_04295,Luxury Hotel - San Francisco,United States,Rural,37.74006,-122.41812,Hotel,77.3,78,92,111,61,800000,35,56,24,81,173,56
POI_04296,Luxury Tech Hub - United States,United States,Suburban,39.742998,-100.473187,Tech Hub,5.4,85,36,30,54,800000,56,70,14,73,25,74
POI_04297,Scenic Cruise Port - London,United Kingdom,Metropolitan,51.542125,-0.127739,Cruise Port,221.7,100,33,49,83,800000,39,64,16,64,47,75
POI_04298,Scenic Cruise Port - Bali,Indonesia,Coastal,-8.363856,115.117851,Cruise Port,180.6,92,118,58,55,800000,62,63,10,68,78,59
POI_04299,Emerald Business Center - Cancun,Mexico,Coastal,21.158266,-86.817171,Business Center,11.4,100,82,82,47,800000,86,53,10,62,76,69
POI_04300,Avalon Adventure Center - France,France,Island,46.629394,1.933032,Adventure Center,8.0,93,105,119,53,800000,80,52,8,74,156,74
POI_04301,Avalon Port - Dubai,UAE,Urban,25.18261,55.27208,Port,11.6,73,23,32,59,800000,58,82,9,72,103,64
POI_04302,Viking Marina - Rome,Italy,Historical,41.917517,12.516236,Marina,5.8,91,33,42,51,800000,38,67,13,61,21,74
POI_04303,Viking Resort - France,France,Coastal,46.595407,1.920642,Resort,93.1,81,107,83,56,800000,85,53,16,74,191,65
POI_04304,Crystal Marina - Mumbai,India,Metropolitan,19.091056,72.839721,Marina,6.8,79,39,55,68,800000,42,77,13,68,132,86
POI_04305,Crystal Marina - Las Vegas,United States,Metropolitan,36.208124,-115.113263,Marina,10.5,100,37,20,67,800000,64,86,12,77,72,82
POI_04306,Crystal Spa Resort - Venice,Italy,Rural,45.417496,12.352486,Spa Resort,63.5,98,109,114,45,800000,31,51,10,77,233,59
POI_04307,Regent Outdoor Recreation - Hong Kong,Hong Kong,Suburban,22.349802,114.141436,Outdoor Recreation,3.5,100,67,71,49,800000,49,49,13,75,138,71
POI_04308,Seabourn Resort Hotel - Los Angeles,United States,Rural,34.023897,-118.203849,Resort Hotel,41.9,83,65,83,61,800000,56,69,24,71,125,66
POI_04309,Club Tech Hub - Singapore,Singapore,Metropolitan,1.3931,103.797895,Tech Hub,8.8,100,26,37,66,800000,53,87,9,83,157,92
POI_04310,Club Marina - France,France,Coastal,46.611583,1.89286,Marina,9.5,82,54,34,57,800000,79,63,10,75,101,59
POI_04311,Club Tech Hub - Dubai,UAE,Mountain,25.218597,55.297041,Tech Hub,3.6,100,34,45,52,800000,84,71,9,66,124,63
POI_04312,Sandals Beach Resort - Sydney,Australia,Coastal,-33.9105,151.220759,Beach Resort,108.2,100,66,83,55,800000,65,70,17,76,343,63
POI_04313,Sandals Resort Hotel - Auckland,New Zealand,Urban,-36.875314,174.769529,Resort Hotel,31.6,82,49,25,70,800000,55,87,24,68,446,62
POI_04314,Beaches Beach Resort - San Francisco,United States,Rural,37.780601,-122.443975,Beach Resort,97.1,96,60,79,56,800000,60,66,12,73,434,76
POI_04315,RIU Beach Resort - Auckland,New Zealand,Historical,-36.838176,174.796006,Beach Resort,57.8,85,15,15,51,800000,51,59,14,72,411,69
POI_04316,RIU Mountain Resort - Las Vegas,United States,Coastal,36.145766,-115.152646,Mountain Resort,53.6,100,33,31,58,800000,60,62,11,66,134,56
POI_04317,Atlantis Resort - France,France,Suburban,46.589729,1.914185,Resort,32.2,94,94,137,54,800000,51,54,10,74,97,57
POI_04318,Atlantis Business Hotel - Mumbai,India,Coastal,19.044175,72.880761,Business Hotel,49.6,95,50,42,50,800000,72,72,24,68,124,65
POI_04319,Four Business Hotel - Cancun,Mexico,Coastal,21.155893,-86.867172,Business Hotel,94.8,100,103,133,51,800000,72,59,24,73,84,64
POI_04320,Four Business Hotel - France,France,Suburban,46.646212,1.893156,Business Hotel,47.3,99,30,14,59,800000,45,74,24,76,43,68
POI_04321,Ritz-Carlton Tourist Office - France,France,Mountain,46.608972,1.867914,Tourist Office,1.8,80,47,30,59,800000,79,68,8,77,157,59
POI_04322,Mandarin Business Center - Hong Kong,Hong Kong,Suburban,22.285587,114.203359,Business Center,11.7,85,59,31,67,800000,37,68,11,71,54,75
POI_04323,Mandarin Corporate Lounge - Tokyo,Japan,Metropolitan,35.709078,139.645379,Corporate Lounge,4.3,95,13,12,84,800000,50,75,12,93,44,90
POI_04324,Mandarin Spa Resort - Barcelona,Spain,Metropolitan,41.385544,2.212161,Spa Resort,30.2,99,27,12,72,800000,62,69,16,72,87,86
POI_04325,Aman Mountain Resort - Cancun,Mexico,Coastal,21.192289,-86.887281,Mountain Resort,97.7,100,114,90,60,800000,86,60,16,77,149,67
POI_04326,Aman Resort - France,France,Metropolitan,46.61164,1.919891,Resort,24.3,82,10,9,70,800000,64,71,10,78,138,86
POI_04327,Six Resort Hotel - Cancun,Mexico,Coastal,21.130838,-86.826763,Resort Hotel,90.2,100,115,150,51,800000,67,71,24,70,90,54
POI_04328,Six Resort - San Francisco,United States,Island,37.795475,-122.457658,Resort,31.9,100,63,30,64,800000,68,60,15,60,92,71
POI_04329,Rosewood Luxury Hotel - Rome,Italy,Historical,41.938632,12.503058,Luxury Hotel,52.9,92,24,16,58,800000,55,53,24,68,100,53
POI_04330,Rosewood Spa Resort - Seoul,South Korea,Island,37.587449,127.010325,Spa Resort,93.7,81,41,52,61,800000,81,66,8,77,128,74
POI_04331,Belmond Visitor Center - Venice,Italy,Urban,45.482873,12.356896,Visitor Center,4.2,94,35,40,76,800000,59,79,14,80,33,62
POI_04332,Belmond Business Center - United States,United States,Rural,39.803217,-100.417543,Business Center,10.4,99,93,109,62,800000,61,50,14,60,102,74
POI_04333,Soneva Wildlife Center - United States,United States,Suburban,39.756017,-100.470506,Wildlife Center,4.6,100,74,55,68,800000,40,72,8,77,103,61
POI_04334,Soneva Business Center - United States,United States,Rural,39.820177,-100.470269,Business Center,7.7,77,90,61,65,800000,56,63,16,78,149,66
POI_04335,Soneva Visitor Center - Rome,Italy,Historical,41.936397,12.459027,Visitor Center,6.2,97,43,54,47,800000,51,59,14,69,145,63
POI_04336,One&Only Resort - United States,United States,Historical,39.741484,-100.411073,Resort,77.1,95,17,10,49,800000,54,67,9,68,84,61
POI_04337,One&Only Resort - Bangkok,Thailand,Island,13.718395,100.53117,Resort,109.0,95,69,60,47,800000,79,72,10,69,169,53
POI_04338,Jumeirah Activity Hub - United States,United States,Historical,39.804581,-100.459856,Activity Hub,8.6,85,33,26,45,800000,44,52,16,75,56,62
POI_04339,Fairmont Resort - Rome,Italy,Historical,41.874606,12.504695,Resort,69.5,95,46,55,63,800000,55,61,12,79,161,74
POI_04340,Fairmont Spa Resort - Tokyo,Japan,Metropolitan,35.680912,139.64375,Spa Resort,71.8,100,21,11,78,800000,50,65,16,77,270,90
POI_04341,Shangri-La Spa Resort - Barcelona,Spain,Metropolitan,41.340969,2.160128,Spa Resort,44.4,97,13,6,69,800000,42,63,8,74,239,74
POI_04342,Shangri-La Business Hotel - Tokyo,Japan,Metropolitan,35.718858,139.690886,Business Hotel,87.1,97,20,23,70,800000,30,79,24,82,125,94
POI_04343,Peninsula Resort - Venice,Italy,Suburban,45.479312,12.335422,Resort,44.1,83,92,83,64,800000,49,54,17,64,184,70
POI_04344,Peninsula Beach Resort - Tokyo,Japan,Metropolitan,35.664163,139.660374,Beach Resort,45.2,100,19,16,71,800000,38,66,17,75,103,73
POI_04345,Banyan Resort Hotel - Los Angeles,United States,Suburban,34.03818,-118.231617,Resort Hotel,61.0,82,96,97,43,800000,35,58,24,68,116,69
POI_04346,Anantara Beach Resort - Berlin,Germany,Coastal,52.486789,13.380312,Beach Resort,69.1,100,117,88,54,800000,64,73,9,67,419,65
POI_04347,Anantara Resort Hotel - Seoul,South Korea,Urban,37.542489,126.971496,Resort Hotel,46.3,92,34,24,67,800000,53,73,24,67,113,59
POI_04348,Anantara Business Hotel - France,France,Island,46.601517,1.92334,Business Hotel,49.2,100,71,83,47,800000,77,58,24,61,162,53
POI_04349,Minor Luxury Hotel - United Kingdom,United Kingdom,Island,54.682569,-3.252162,Luxury Hotel,97.5,95,96,84,55,800000,77,56,24,70,82,72
POI_04350,Minor Resort - New York,United States,Metropolitan,40.699662,-73.961787,Resort,27.8,100,28,13,77,800000,46,87,9,62,84,93
POI_04351,Minor Luxury Hotel - Seoul,South Korea,Metropolitan,37.546244,127.014677,Luxury Hotel,111.4,80,15,9,61,800000,37,76,24,76,174,95
POI_04352,Centara Resort Hotel - Paris,France,Suburban,48.862057,2.319878,Resort Hotel,115.3,100,92,48,57,800000,32,62,24,62,200,73
POI_04353,Marriott Tech Hub - San Francisco,United States,Rural,37.730937,-122.438268,Tech Hub,5.5,100,77,62,68,800000,60,56,11,78,179,56
POI_04354,Hilton Port - United States,United States,Suburban,39.78118,-100.40123,Port,7.8,100,31,40,50,800000,50,49,12,63,37,64
POI_04355,Hilton Tourist Info - Bali,Indonesia,Coastal,-8.323687,115.132699,Tourist Info,10.9,86,84,105,51,800000,76,57,8,63,159,76
POI_04356,InterContinental Business Hotel - United Kingdom,United Kingdom,Urban,54.720448,-3.257873,Business Hotel,32.6,100,24,27,83,800000,44,66,24,66,95,64
POI_04357,InterContinental Resort - Paris,France,Mountain,48.883377,2.329194,Resort,26.3,97,110,150,60,800000,66,55,13,74,107,57
POI_04358,Wyndham Resort Hotel - Barcelona,Spain,Urban,41.387131,2.207634,Resort Hotel,79.9,90,33,17,61,800000,48,81,24,70,387,64
POI_04359,Wyndham Business Hotel - Rome,Italy,Historical,41.918893,12.512966,Business Hotel,81.4,84,36,23,66,800000,57,74,24,79,155,59
POI_04360,Accor Tech Hub - United States,United States,Historical,39.748827,-100.473162,Tech Hub,10.8,100,46,28,58,800000,42,69,12,65,111,73
POI_04361,Accor Adventure Center - United States,United States,Suburban,39.767452,-100.461362,Adventure Center,4.7,100,84,104,68,800000,45,55,8,71,159,68
POI_04362,Best Mountain Resort - Athens,Greece,Historical,37.968715,23.741993,Mountain Resort,71.1,100,29,24,59,800000,47,58,9,70,195,70
POI_04363,Best Resort - United Kingdom,United Kingdom,Mountain,54.666042,-3.26004,Resort,59.8,83,38,56,63,800000,73,74,17,62,212,60
POI_04364,Hyatt Resort Hotel - San Francisco,United States,Rural,37.761957,-122.407035,Resort Hotel,41.7,85,94,43,69,800000,50,73,24,77,155,70
