POI_ID,POI_Name,Country,Region_type,POI_Latitude,POI_Longitude,POI_Type_Detailed,Time_To_Visit,Family_Friendly_Index,Transit_Time(in mins),Local_Transfer(USD),Accessebility_Value,Visitor_Volume(in thousands),Seasonality_Index,Food_Index,Operating_Hours,Safety_Index,Cost_of_POI,Connectivity_index
POI_03672,Istanbul Wildlife Sanctuary,Turkey,Historical,41.02416,29.009689,Wildlife Sanctuary,Spring-Fall,6.7,113,Yes,7.8,17813.1,3,7.6,6:00 AM - 21:00 PM,7.3,112.23,6.9
POI_03673,Istanbul Art Gallery,Turkey,Historical,41.055706,29.011108,Art Gallery,Year-Round,6.7,92,No,6.3,1416.7,5.7,4.2,8:00 AM - 19:00 PM,5.2,472.31,6.5
POI_03674,Los Angeles Scenic Viewpoint,United States,Urban,34.052073,-118.261948,Scenic Viewpoint,Winter Season,9.1,101,No,6.5,8327.1,6.7,7.9,24 Hours,8.9,230.66,5.7
POI_03675,New York Beach Resort,United States,Urban,40.689271,-73.965479,Beach Resort,October-December,3.9,116,No,5.9,5233.6,3.3,3.6,24 Hours,4.2,69.43,5
POI_03676,Paris Adventure Park,France,Historical,48.905129,2.348999,Adventure Park,July-September,4.6,17,No,5.9,641.2,3.7,5.9,10:00 AM - 17:00 PM,6,398.96,3.9
POI_03677,Maldives Beach Resort,Maldives,Island,3.168596,73.21217,Beach Resort,July-September,4.4,77,Yes,5,1798.8,6.1,6.4,24 Hours,7.1,455.79,7.6
POI_03678,Barcelona Art Gallery,Spain,Coastal,41.385759,2.128204,Art Gallery,January-March,4.7,104,Yes,4.7,3510.2,4,6.2,8:00 AM - 20:00 PM,6.7,398.65,4.5
POI_03679,Los Angeles Religious Site,United States,Urban,34.012613,-118.223943,Religious Site,Summer Season,5.6,86,Yes,4.6,256.2,8.4,6.6,10:00 AM - 22:00 PM,5.8,257.94,5.5
POI_03680,Tokyo Cultural Center,Japan,Urban,35.631395,139.600924,Cultural Center,Summer Season,6.7,105,No,5.5,37987.3,6.7,4.9,24 Hours,6,342.31,6.3
POI_03681,Istanbul Religious Site,Turkey,Historical,41.038149,29.003351,Religious Site,October-December,4.6,56,No,4.6,21770.1,4.1,4.6,24 Hours,4,129.51,4
POI_03682,Bali Botanical Garden,Indonesia,Island,-8.385782,115.070147,Botanical Garden,Year-Round,4.4,17,Yes,5.9,49.7,4,7.3,9:00 AM - 20:00 PM,7.8,66.31,6.7
POI_03683,Bali Botanical Garden,Indonesia,Island,-8.336618,115.088061,Botanical Garden,January-March,5.3,33,Yes,6.7,3057.8,4.3,4.3,10:00 AM - 19:00 PM,6.9,69.56,5
POI_03684,Istanbul Food Market,Turkey,Historical,40.966286,28.995817,Food Market,July-September,4.9,114,No,5.8,14466.8,3.3,5.3,8:00 AM - 21:00 PM,5.4,184.27,4
POI_03685,London Food Market,United Kingdom,Historical,51.470411,-0.129472,Food Market,April-June,4.3,114,Yes,5.6,6836.2,5.9,4.2,24 Hours,4.4,187.28,5.6
POI_03686,Sydney Adventure Park,Australia,Coastal,-33.823593,151.208256,Adventure Park,October-December,8.3,49,Yes,5.5,123.6,5.8,7,9:00 AM - 22:00 PM,7.4,295.79,5.7
POI_03687,Phuket Historical Monument,Thailand,Coastal,7.919443,98.407045,Historical Monument,Winter Season,5.6,89,No,3.7,2975.5,7.6,7,7:00 AM - 17:00 PM,4.5,389.38,5.8
POI_03688,Bali Scenic Viewpoint,Indonesia,Island,-8.323084,115.088259,Scenic Viewpoint,July-September,6.7,83,No,8.5,5324.2,6.8,8.9,9:00 AM - 18:00 PM,8.6,235.8,9.4
POI_03689,London Shopping District,United Kingdom,Historical,51.552777,-0.165127,Shopping District,Spring-Fall,7.6,94,No,5.5,1988.4,5.5,8,24 Hours,8.3,76.4,7.2
POI_03690,Maldives Beach Resort,Maldives,Island,3.17319,73.225088,Beach Resort,Summer Season,5.9,44,No,9.4,3502,6.1,7.1,24 Hours,7.8,354.08,6.5
POI_03691,Sydney Nature Park,Australia,Coastal,-33.84467,151.235585,Nature Park,Year-Round,5.9,51,Yes,6.7,819.8,3.6,7.7,10:00 AM - 22:00 PM,7.7,276.47,6.4
POI_03692,Singapore Scenic Viewpoint,Singapore,Urban,1.333394,103.8401,Scenic Viewpoint,Winter Season,7,22,Yes,8.3,417.6,8.5,7.8,10:00 AM - 19:00 PM,6.7,159.52,7.9
POI_03693,Tokyo Cultural Center,Japan,Urban,35.64585,139.652964,Cultural Center,Summer Season,6.1,45,No,6.2,722,9.7,4.3,7:00 AM - 21:00 PM,8.1,392.62,6.8
POI_03694,Barcelona Wildlife Sanctuary,Spain,Coastal,41.393709,2.216498,Wildlife Sanctuary,October-December,8.9,27,No,8.1,29360.7,4.6,6.9,10:00 AM - 22:00 PM,6.8,112.93,6.9
POI_03695,Rome Shopping District,Italy,Historical,41.88159,12.530501,Shopping District,July-September,4.5,116,Yes,6.4,19866.8,5.2,7.9,8:00 AM - 22:00 PM,7.3,350.71,6.1
POI_03696,Rome Art Gallery,Italy,Historical,41.876929,12.524498,Art Gallery,Spring-Fall,4.6,35,Yes,7.6,1311.3,5.5,5.7,24 Hours,7.2,413.99,5.2
POI_03697,Istanbul Museum,Turkey,Historical,41.028146,28.931088,Museum,Winter Season,5.5,107,No,6.2,5872.1,8.5,5.2,24 Hours,5.1,374.54,6.5
POI_03698,Istanbul Botanical Garden,Turkey,Historical,41.057522,29.015445,Botanical Garden,Summer Season,6,64,No,3.6,12227.4,9.7,5.9,6:00 AM - 20:00 PM,5.7,329.58,4.2
POI_03699,London Art Gallery,United Kingdom,Historical,51.478882,-0.161653,Art Gallery,Summer Season,4,102,No,5,580.5,9.1,4.9,8:00 AM - 22:00 PM,4.2,218.84,5.1
POI_03700,Dubai Archaeological Site,UAE,Urban,25.226376,55.240174,Archaeological Site,Year-Round,5.7,95,Yes,5.4,1068.6,3.6,7.1,8:00 AM - 17:00 PM,7.4,308.08,6.1
POI_03701,Los Angeles Shopping District,United States,Urban,34.088663,-118.230816,Shopping District,October-December,5.6,43,Yes,4.3,461.7,4.3,5.7,24 Hours,4.8,97.7,6.9
POI_03702,Bali Historical Monument,Indonesia,Island,-8.29162,115.10722,Historical Monument,Winter Season,4.4,38,No,3.9,575.7,10,7.3,24 Hours,4.5,171.86,4.5
POI_03703,Maldives Theme Park,Maldives,Island,3.245675,73.178057,Theme Park,January-March,7.7,20,No,5.3,4325.6,5.6,5.2,24 Hours,8.3,159.66,7.4
POI_03704,Dubai Beach Resort,UAE,Urban,25.250156,55.300978,Beach Resort,Summer Season,5.3,98,Yes,3.8,1376.9,6.3,6.3,24 Hours,4.7,274.05,4.6
POI_03705,London Scenic Viewpoint,United Kingdom,Historical,51.467097,-0.136503,Scenic Viewpoint,Year-Round,3.9,47,No,5.2,315,4.5,4.1,7:00 AM - 21:00 PM,4.8,119.5,4.6
POI_03706,Rome Historical Monument,Italy,Historical,41.860813,12.448795,Historical Monument,Year-Round,5.8,103,No,9.6,5682.4,6,5.4,8:00 AM - 20:00 PM,6.5,130.61,8.4
POI_03707,New York Cultural Center,United States,Urban,40.670925,-73.986199,Cultural Center,October-December,4.4,91,No,5.3,2640.9,5.4,4.7,9:00 AM - 19:00 PM,7.4,410.91,5.6
POI_03708,Paris Wildlife Sanctuary,France,Historical,48.833293,2.363116,Wildlife Sanctuary,April-June,7.6,76,Yes,7.5,1129.4,3.8,7.4,6:00 AM - 17:00 PM,6.4,146.33,5.9
POI_03709,Singapore Wildlife Sanctuary,Singapore,Urban,1.394631,103.859771,Wildlife Sanctuary,April-June,7,35,No,6.1,17025.3,3.9,6.1,24 Hours,6.3,87.9,5.5
POI_03710,Maldives Nature Park,Maldives,Island,3.206561,73.18826,Nature Park,July-September,5.3,105,Yes,5.9,4215.9,3.1,3.9,10:00 AM - 18:00 PM,6.7,343.68,4.3
POI_03711,London Scenic Viewpoint,United Kingdom,Historical,51.488317,-0.081197,Scenic Viewpoint,April-June,6,95,Yes,6,7811.3,4.5,4.3,6:00 AM - 21:00 PM,4.9,402.19,6.6
POI_03712,Bali Beach Resort,Indonesia,Island,-8.319379,115.10068,Beach Resort,Summer Season,4.1,110,No,6,3260.1,9.8,4.6,24 Hours,5.1,166.49,5.3
POI_03713,London Theme Park,United Kingdom,Historical,51.509346,-0.174667,Theme Park,Year-Round,5.5,30,No,5.2,1029.3,6.9,5.9,7:00 AM - 21:00 PM,5.6,284.57,5.6
POI_03714,Rome Beach Resort,Italy,Historical,41.92401,12.48642,Beach Resort,January-March,6.5,62,Yes,6.3,1063.2,3.6,6.1,24 Hours,7.7,453.49,7.2
POI_03715,Istanbul Historical Monument,Turkey,Historical,41.030377,28.9937,Historical Monument,October-December,7.3,60,No,8.3,8158.1,3.2,8,9:00 AM - 18:00 PM,6.2,346.89,5.3
POI_03716,Maldives Shopping District,Maldives,Island,3.18657,73.196747,Shopping District,Spring-Fall,6.9,53,Yes,4.8,1601.9,5.6,7.1,7:00 AM - 18:00 PM,4.8,334.59,7.6
POI_03717,Paris Shopping District,France,Historical,48.902202,2.393964,Shopping District,Winter Season,4.4,116,Yes,3.7,1305,6.3,3.7,7:00 AM - 21:00 PM,5.7,111.79,3.9
POI_03718,Bali Wildlife Sanctuary,Indonesia,Island,-8.297069,115.075771,Wildlife Sanctuary,Year-Round,4.8,81,No,4.1,3619.6,3.2,6.3,10:00 AM - 19:00 PM,7.2,384.68,5.2
POI_03719,London Historical Monument,United Kingdom,Historical,51.526358,-0.176406,Historical Monument,October-December,5,45,Yes,6,13654,6,6.8,24 Hours,7.4,191.12,5.4
POI_03720,Dubai Religious Site,UAE,Urban,25.204175,55.227771,Religious Site,April-June,4.9,80,Yes,4.8,624.8,3.9,6.9,7:00 AM - 18:00 PM,7,197.85,4.8
POI_03721,Rome Beach Resort,Italy,Historical,41.880036,12.528095,Beach Resort,Spring-Fall,7.2,21,Yes,6.7,45681.4,6.1,6,24 Hours,5.6,465.74,7.7
POI_03722,Barcelona Archaeological Site,Spain,Coastal,41.350502,2.148646,Archaeological Site,Winter Season,4.2,44,Yes,7,6764.1,6.1,4,24 Hours,6.6,223.76,6.9
POI_03723,New York Mountain Resort,United States,Urban,40.744152,-73.966701,Mountain Resort,April-June,8,51,Yes,6.8,51609.2,6.2,5.3,24 Hours,8.1,206.85,9.1
POI_03724,Singapore Mountain Resort,Singapore,Urban,1.333296,103.788596,Mountain Resort,Summer Season,9.1,20,No,5.9,35140.1,9.3,6.1,24 Hours,8.4,68.02,9.1
POI_03725,Phuket Museum,Thailand,Coastal,7.842538,98.416068,Museum,Year-Round,6.3,109,No,3.8,4788.2,4.2,5.6,6:00 AM - 19:00 PM,5.9,401.28,4.3
POI_03726,Rome Food Market,Italy,Historical,41.901861,12.50616,Food Market,Year-Round,4.5,27,No,8.3,5641,3.3,6,10:00 AM - 20:00 PM,7.1,191.37,6
POI_03727,Barcelona Botanical Garden,Spain,Coastal,41.416203,2.181502,Botanical Garden,April-June,8.1,16,No,4.8,155.4,4.7,5.6,8:00 AM - 17:00 PM,8,96.6,7
POI_03728,Istanbul Beach Resort,Turkey,Historical,40.968199,29.013423,Beach Resort,Summer Season,5.3,68,No,7.5,22944,9.1,4.5,24 Hours,7.1,226.79,5.9
POI_03729,Barcelona Museum,Spain,Coastal,41.339083,2.164479,Museum,January-March,5,25,No,7.5,2140.7,3.5,5.9,9:00 AM - 20:00 PM,5.9,270.73,5
POI_03730,Singapore Nature Park,Singapore,Urban,1.345598,103.842761,Nature Park,Winter Season,7.8,46,Yes,6,9525.7,8.8,5.2,9:00 AM - 19:00 PM,7,359.85,7.7
POI_03731,Dubai Religious Site,UAE,Urban,25.213689,55.28539,Religious Site,January-March,5,31,Yes,6.6,8380.2,4,5.7,24 Hours,4.8,180.07,5.2
POI_03732,Phuket Scenic Viewpoint,Thailand,Coastal,7.898113,98.429002,Scenic Viewpoint,Year-Round,4.7,30,No,5.9,3424.1,4.1,7,24 Hours,7.2,258.17,7.3
POI_03733,Maldives Religious Site,Maldives,Island,3.218743,73.209295,Religious Site,Summer Season,3.3,83,Yes,4.6,1433.9,7.9,5.9,24 Hours,4.8,345.31,4.1
POI_03734,Istanbul Theme Park,Turkey,Historical,41.01165,28.985513,Theme Park,October-December,8.6,99,No,5.3,1553,6,8.4,10:00 AM - 22:00 PM,6.2,262.17,6.1
POI_03735,Dubai Museum,UAE,Urban,25.206063,55.273907,Museum,April-June,5.1,65,Yes,7.5,3775.5,5,5.7,24 Hours,6.5,88.79,8.2
POI_03736,London Food Market,United Kingdom,Historical,51.536081,-0.118566,Food Market,October-December,7.5,28,Yes,6,617.8,6.1,7.8,24 Hours,5.8,257.94,8.4
POI_03737,Bali Shopping District,Indonesia,Island,-8.305624,115.101713,Shopping District,April-June,4.3,92,No,6.7,894.6,5.6,4.2,24 Hours,7.3,441.17,6.4
POI_03738,Rome Wildlife Sanctuary,Italy,Historical,41.924661,12.496034,Wildlife Sanctuary,Summer Season,5.4,56,No,4.7,2252,8.9,3.9,7:00 AM - 17:00 PM,4.4,210.5,5.6
POI_03739,London Food Market,United Kingdom,Historical,51.47811,-0.089746,Food Market,Summer Season,5,82,No,8,1823.1,8.4,4.7,10:00 AM - 17:00 PM,8.2,316.83,7.1
POI_03740,Singapore Botanical Garden,Singapore,Urban,1.314715,103.800935,Botanical Garden,April-June,5.7,45,Yes,4.2,1060.3,6.8,3.7,10:00 AM - 18:00 PM,4.2,302.21,6.1
POI_03741,Bali Art Gallery,Indonesia,Island,-8.313122,115.043905,Art Gallery,Winter Season,9,103,No,8.2,1186.6,6.2,6.1,6:00 AM - 18:00 PM,7.4,171.85,9
POI_03742,Sydney Theme Park,Australia,Coastal,-33.884657,151.206753,Theme Park,Summer Season,4.2,101,Yes,7.9,5291.7,7.7,6.5,9:00 AM - 20:00 PM,6.6,206.55,5.1
POI_03743,Istanbul Shopping District,Turkey,Historical,41.03738,29.014674,Shopping District,Year-Round,7.2,31,Yes,6.2,9592.9,6.5,6.8,9:00 AM - 17:00 PM,5.3,413.03,6.7
POI_03744,Tokyo Beach Resort,Japan,Urban,35.696139,139.670279,Beach Resort,January-March,5.5,54,No,5.4,2792.5,6.7,7.1,24 Hours,5.7,383.25,6.7
POI_03745,Phuket Adventure Park,Thailand,Coastal,7.897107,98.380319,Adventure Park,October-December,5.4,104,No,5.1,344.6,4.8,3.7,24 Hours,6.7,143.08,7
POI_03746,Phuket Art Gallery,Thailand,Coastal,7.854781,98.368501,Art Gallery,October-December,7.8,72,No,7.2,2807.7,6.7,6.5,10:00 AM - 20:00 PM,6.4,394.05,5.7
POI_03747,Maldives Botanical Garden,Maldives,Island,3.212003,73.224345,Botanical Garden,July-September,6.9,55,Yes,7.9,25237.8,5.3,8.7,7:00 AM - 17:00 PM,9.8,489.79,6.4
POI_03748,Bali Beach Resort,Indonesia,Island,-8.359964,115.065692,Beach Resort,Spring-Fall,5.1,84,No,7,247.7,5.7,8.4,24 Hours,7.2,374.27,8.2
POI_03749,Rome Mountain Resort,Italy,Historical,41.902299,12.473661,Mountain Resort,July-September,7.9,28,Yes,4.3,2497.5,3.3,6.8,24 Hours,7.8,410.56,7.1
POI_03750,Sydney Nature Park,Australia,Coastal,-33.906709,151.253644,Nature Park,Spring-Fall,5.4,16,Yes,6.8,3132.5,6.9,6.3,9:00 AM - 19:00 PM,5.9,238.25,6.7
POI_03751,Istanbul Mountain Resort,Turkey,Historical,41.023202,28.989248,Mountain Resort,Year-Round,7.5,52,Yes,5.7,1243.3,5.1,7.3,24 Hours,8.7,357.88,7.5
POI_03752,Maldives Religious Site,Maldives,Island,3.187253,73.1774,Religious Site,Spring-Fall,5.5,61,No,4.8,9983.3,3.8,5.7,8:00 AM - 18:00 PM,5.9,348.39,6.5
POI_03753,Singapore Religious Site,Singapore,Urban,1.329337,103.818812,Religious Site,October-December,7.4,116,Yes,6.7,1301.8,3.6,7.9,24 Hours,6.2,283.21,9.1
POI_03754,Dubai Botanical Garden,UAE,Urban,25.189283,55.23527,Botanical Garden,July-September,4,101,No,3.8,461.1,5.4,6.1,10:00 AM - 20:00 PM,4.5,327.2,5.1
POI_03755,Paris Mountain Resort,France,Historical,48.870743,2.317102,Mountain Resort,January-March,7.9,46,Yes,5.1,7336.4,5.2,6.7,24 Hours,7.2,271.54,8.2
POI_03756,Bangkok Shopping District,Thailand,Urban,13.757844,100.547324,Shopping District,July-September,7.3,117,Yes,4.2,929,3.5,5.3,6:00 AM - 22:00 PM,5.7,342.46,4.8
POI_03757,Bangkok Botanical Garden,Thailand,Urban,13.71698,100.549247,Botanical Garden,January-March,7.7,118,Yes,7.7,1709.7,5.3,7.2,24 Hours,5.5,166.99,8.1
POI_03758,Bangkok Scenic Viewpoint,Thailand,Urban,13.788404,100.533304,Scenic Viewpoint,July-September,6.3,72,No,6.6,914.8,6.3,5.4,24 Hours,6.4,300.73,8.5
POI_03759,Sydney Nature Park,Australia,Coastal,-33.913429,151.180633,Nature Park,Spring-Fall,3.9,101,No,3.9,838.3,4.3,4.6,9:00 AM - 18:00 PM,7.2,482.37,6.2
POI_03760,Bangkok Wildlife Sanctuary,Thailand,Urban,13.777858,100.550536,Wildlife Sanctuary,Winter Season,5.6,28,No,6,391.5,9.1,4.3,9:00 AM - 19:00 PM,5,354.52,5.1
POI_03761,Rome Wildlife Sanctuary,Italy,Historical,41.881706,12.515851,Wildlife Sanctuary,Winter Season,9.3,32,No,6.8,5982.2,6.3,6.3,6:00 AM - 21:00 PM,8.6,271.77,8.3
POI_03762,Dubai Nature Park,UAE,Urban,25.166366,55.288379,Nature Park,October-December,6.8,106,No,5.5,29949.1,3.3,8.6,24 Hours,9.4,203.28,8.2
POI_03763,Barcelona Scenic Viewpoint,Spain,Coastal,41.385275,2.213512,Scenic Viewpoint,April-June,4.5,103,No,5,331.6,3.6,6.1,8:00 AM - 18:00 PM,7.8,376.97,5
POI_03764,Rome Nature Park,Italy,Historical,41.899135,12.462198,Nature Park,July-September,6.3,72,No,5.5,39079.5,5.4,5.1,9:00 AM - 18:00 PM,5.4,262.87,6.2
POI_03765,London Theme Park,United Kingdom,Historical,51.505247,-0.145573,Theme Park,October-December,6.4,118,No,5.6,17804.9,5.5,6.1,6:00 AM - 22:00 PM,7.6,395.68,8.2
POI_03766,Bali Scenic Viewpoint,Indonesia,Island,-8.311763,115.075874,Scenic Viewpoint,October-December,3.9,24,Yes,6.5,9895.4,4.9,6.6,8:00 AM - 18:00 PM,6.1,479.2,6.3
POI_03767,Singapore Food Market,Singapore,Urban,1.354664,103.864292,Food Market,October-December,7.3,45,Yes,7.1,7227.8,3.9,4.4,24 Hours,7,184.1,7.4
POI_03768,Rome Art Gallery,Italy,Historical,41.894252,12.47713,Art Gallery,April-June,4.4,66,Yes,5.5,491.5,5.5,5.9,10:00 AM - 21:00 PM,4.2,191.46,5
POI_03769,Maldives Adventure Park,Maldives,Island,3.156638,73.223814,Adventure Park,October-December,7.7,66,Yes,5.3,13857.7,4.8,5.8,24 Hours,6.5,486.51,9.3
POI_03770,Bali Scenic Viewpoint,Indonesia,Island,-8.30871,115.097295,Scenic Viewpoint,July-September,6.3,28,Yes,6.8,29765,5.9,4.2,8:00 AM - 17:00 PM,5.3,293.76,7.8
POI_03771,Paris Scenic Viewpoint,France,Historical,48.845209,2.343824,Scenic Viewpoint,October-December,4.9,18,Yes,6.8,622.2,6.3,6.7,9:00 AM - 18:00 PM,6.7,257.18,7.4
POI_03772,Maldives Wildlife Sanctuary,Maldives,Island,3.205458,73.257209,Wildlife Sanctuary,Year-Round,5.2,106,No,3.8,3524.6,5.9,4.2,10:00 AM - 18:00 PM,4.6,156.36,5.4
POI_03773,Istanbul Food Market,Turkey,Historical,40.972544,28.929942,Food Market,April-June,4.4,16,Yes,6.1,1086,3.9,5.5,7:00 AM - 19:00 PM,4,219.63,4.2
POI_03774,Istanbul Museum,Turkey,Historical,40.977217,28.980435,Museum,Spring-Fall,5.8,94,No,5.7,2450.2,4.8,4.7,10:00 AM - 21:00 PM,6.3,422.25,5.2
POI_03775,Maldives Archaeological Site,Maldives,Island,3.154959,73.258955,Archaeological Site,Summer Season,6.4,30,Yes,7.3,651.1,8.8,6,9:00 AM - 20:00 PM,5.9,464.71,7.5
POI_03776,Bangkok Scenic Viewpoint,Thailand,Urban,13.743263,100.460605,Scenic Viewpoint,Spring-Fall,6.1,63,No,7.2,2735.1,4.8,6.2,24 Hours,7.1,185.61,8.1
POI_03777,Sydney Art Gallery,Australia,Coastal,-33.890687,151.164966,Art Gallery,January-March,7.6,80,Yes,5.9,4045.5,3.2,7.7,24 Hours,8.6,498.57,6.6
POI_03778,Bangkok Archaeological Site,Thailand,Urban,13.789061,100.521696,Archaeological Site,October-December,6,52,No,4.9,965.8,5.9,6,9:00 AM - 22:00 PM,5.8,318.84,4
POI_03779,Sydney Nature Park,Australia,Coastal,-33.825991,151.200357,Nature Park,July-September,5.3,68,Yes,8.1,467.1,6.6,9.2,10:00 AM - 18:00 PM,6.9,313.69,6.9
POI_03780,Dubai Museum,UAE,Urban,25.251489,55.225477,Museum,October-December,4.4,57,Yes,5.8,2395,3.8,5.2,24 Hours,6.8,338.96,6.4
POI_03781,Paris Wildlife Sanctuary,France,Historical,48.828047,2.335958,Wildlife Sanctuary,July-September,4.4,110,No,5.1,6006.8,5.5,3.4,24 Hours,4.9,196.37,4
POI_03782,Maldives Shopping District,Maldives,Island,3.163671,73.2163,Shopping District,October-December,4.8,76,Yes,6,6416.1,5.8,5.8,9:00 AM - 21:00 PM,5.6,86.62,6.4
POI_03783,Singapore Wildlife Sanctuary,Singapore,Urban,1.345796,103.864788,Wildlife Sanctuary,July-September,4.5,87,Yes,5.1,744.1,3.9,5.7,9:00 AM - 18:00 PM,5.8,161.97,4.8
POI_03784,Los Angeles Art Gallery,United States,Urban,34.057232,-118.260796,Art Gallery,Spring-Fall,9.1,76,No,8,9425.4,6.9,5.7,9:00 AM - 21:00 PM,8.9,301.7,6.3
POI_03785,Maldives Theme Park,Maldives,Island,3.19682,73.19,Theme Park,Winter Season,5,23,No,3.8,237.6,6.9,5.2,7:00 AM - 19:00 PM,5.4,379.86,5.5
POI_03786,Barcelona Shopping District,Spain,Coastal,41.337294,2.186219,Shopping District,January-March,7.9,88,Yes,7,5657.8,3.9,7.4,8:00 AM - 21:00 PM,8,249.76,6.9
POI_03787,New York Theme Park,United States,Urban,40.748613,-74.014648,Theme Park,July-September,5.2,53,Yes,5,2294.2,6.7,4.3,24 Hours,5,399.9,6.3
POI_03788,Singapore Cultural Center,Singapore,Urban,1.386602,103.809421,Cultural Center,Spring-Fall,5.9,75,Yes,9.3,40955.8,5.2,5.7,24 Hours,6.6,120.96,5.8
POI_03789,Phuket Religious Site,Thailand,Coastal,7.838076,98.358165,Religious Site,Winter Season,3.3,77,No,3.8,343.2,9.5,3.2,8:00 AM - 19:00 PM,3.7,240.84,4.2
POI_03790,Dubai Mountain Resort,UAE,Urban,25.160424,55.281076,Mountain Resort,January-March,5.7,52,No,4.1,95093.8,5.5,4.9,24 Hours,6.3,73.06,5.9
POI_03791,Istanbul Botanical Garden,Turkey,Historical,40.970607,28.991261,Botanical Garden,January-March,7.4,103,No,6.8,7722.4,4.7,6.2,24 Hours,6.9,426,8.6
POI_03792,Singapore Shopping District,Singapore,Urban,1.347198,103.827845,Shopping District,Spring-Fall,8.4,72,No,5.4,1324.8,6.9,4.8,24 Hours,6.2,456.09,8.4
POI_03793,Bangkok Art Gallery,Thailand,Urban,13.70655,100.533477,Art Gallery,July-September,8.2,38,No,5.3,2818.3,4.1,8.8,8:00 AM - 18:00 PM,7.7,252.57,8.9
POI_03794,Maldives Shopping District,Maldives,Island,3.187417,73.198226,Shopping District,October-December,3.3,72,No,5,263.1,6,4.6,6:00 AM - 21:00 PM,4.3,181.6,5.2
POI_03795,Istanbul Art Gallery,Turkey,Historical,41.057442,28.987264,Art Gallery,October-December,4.8,111,Yes,4.3,3453.1,4.3,4.6,6:00 AM - 19:00 PM,5.4,424,6.6
POI_03796,Istanbul Museum,Turkey,Historical,41.017278,28.989778,Museum,October-December,5.3,115,No,5.3,309.3,4.6,5.8,9:00 AM - 19:00 PM,4.9,242.95,6
POI_03797,London Art Gallery,United Kingdom,Historical,51.499403,-0.132766,Art Gallery,October-December,6.6,55,Yes,5.9,21119.3,6.6,4.5,7:00 AM - 22:00 PM,5.8,148.89,7.9
POI_03798,Barcelona Scenic Viewpoint,Spain,Coastal,41.381227,2.182199,Scenic Viewpoint,Spring-Fall,5.2,61,Yes,5.2,571.4,4.8,4.7,9:00 AM - 18:00 PM,4.9,364.45,5.1
POI_03799,Bangkok Art Gallery,Thailand,Urban,13.795591,100.491057,Art Gallery,January-March,5.8,38,Yes,6,6320.6,6.3,5.7,9:00 AM - 22:00 PM,6.3,496.79,7.1
POI_03800,London Beach Resort,United Kingdom,Historical,51.520664,-0.129028,Beach Resort,Summer Season,5.4,29,No,8.7,1234.5,7.6,5.7,24 Hours,6.2,330.04,8.8
POI_03801,Rome Scenic Viewpoint,Italy,Historical,41.898063,12.534261,Scenic Viewpoint,January-March,5.9,24,Yes,5.8,1270.1,3.3,3.5,9:00 AM - 17:00 PM,5.9,223,5.5
POI_03802,Phuket Cultural Center,Thailand,Coastal,7.910453,98.366835,Cultural Center,January-March,5,24,No,6.3,12902.1,4.6,5.9,24 Hours,6.5,53.76,4.5
POI_03803,New York Adventure Park,United States,Urban,40.710581,-74.025091,Adventure Park,April-June,5.3,114,Yes,4.1,740.2,3.7,7.2,9:00 AM - 20:00 PM,6.1,279.56,5.9
POI_03804,Bangkok Food Market,Thailand,Urban,13.747624,100.465156,Food Market,October-December,5.2,72,Yes,7,12221.1,5,5.5,10:00 AM - 18:00 PM,7.9,111.17,5.2
POI_03805,Los Angeles Shopping District,United States,Urban,34.036311,-118.239153,Shopping District,April-June,4,116,No,3.9,1622.2,3.3,3.2,9:00 AM - 18:00 PM,3.9,183.4,4
POI_03806,Bangkok Botanical Garden,Thailand,Urban,13.736351,100.464342,Botanical Garden,Summer Season,5,78,Yes,9.1,966,6.7,8,7:00 AM - 22:00 PM,9,272.97,7.6
POI_03807,Singapore Museum,Singapore,Urban,1.34745,103.856774,Museum,Summer Season,3.5,45,No,3.9,2115.1,8.3,6,8:00 AM - 21:00 PM,4.7,285.21,4.4
POI_03808,Tokyo Mountain Resort,Japan,Urban,35.650618,139.637253,Mountain Resort,October-December,8.2,108,Yes,5.7,4359.4,6.4,6.9,24 Hours,9.5,317.14,7.6
POI_03809,Sydney Historical Monument,Australia,Coastal,-33.850142,151.223031,Historical Monument,July-September,6.8,52,Yes,6.4,1172.9,5.5,4.4,24 Hours,7,298.2,6.3
POI_03810,Maldives Scenic Viewpoint,Maldives,Island,3.234193,73.235786,Scenic Viewpoint,Winter Season,5.9,43,No,5.2,683.4,9.1,6.1,24 Hours,6.2,466.61,5.5
POI_03811,Paris Museum,France,Historical,48.90198,2.312668,Museum,January-March,3.4,87,No,3.1,4028.6,3.3,6,10:00 AM - 20:00 PM,4,107.5,5.2
POI_03812,Istanbul Mountain Resort,Turkey,Historical,40.997521,28.976089,Mountain Resort,Winter Season,5.9,40,No,5.1,2110.5,8.4,5.3,24 Hours,6.4,65.61,6
POI_03813,Sydney Adventure Park,Australia,Coastal,-33.895517,151.193655,Adventure Park,Summer Season,6.8,44,No,5.5,121.1,9.1,6.1,24 Hours,6.7,74.56,7
POI_03814,Phuket Theme Park,Thailand,Coastal,7.847693,98.407052,Theme Park,October-December,5.4,43,No,3.3,1885.1,4.9,4.3,7:00 AM - 20:00 PM,4.5,274.32,4.8
