POI_ID,Common_Travel_Partner,Total_Visitors,Dominant_Age_Group,Origin_Country,Average_Sentiment_Score,Average_Rating,Reviews,Avg_spend_per_head,Accesebility_index,Travel_mode,time_spent,Overall_experience,  
POI_03758,Family,4,46-55,United Kingdom,8,8.6,Amazing experience with great service,571.85,7,Car,120 mins,9.2,
POI_03759,Family,3,56-65,United States,7.6,7.3,Peaceful and relaxing atmosphere,782.81,7.3,Bus,90 mins,7.5,
POI_03760,Solo,1,36-45,Japan,6.8,6.2,Excellent facilities and staff,799.04,3.3,Car,60 mins,6.5,
POI_03761,Couple,2,18-25,France,9.7,9.4,Good value for money,760.34,8.7,Flight,120 mins,9.1,
POI_03762,Friends,6,36-45,France,9.9,9.5,Highly recommended destination,500.59,6,Train,180 mins,8.7,
POI_03763,Couple,2,36-45,China,7.7,8,Excellent facilities and staff,584.68,4.6,Car,30 mins,8.1,
POI_03764,Couple,2,26-35,Canada,6,6.5,Excellent facilities and staff,601.1,5.5,Flight,96 hours,5.9,
POI_03765,Solo,1,46-55,Germany,9.1,8.3,Excellent facilities and staff,250.67,6.9,Train,180 mins,8.9,
POI_03766,Solo,1,18-25,Japan,6.8,6.7,Highly recommended destination,258.08,4.2,Train,240 mins,6.5,
POI_03767,Solo,1,56-65,France,9.1,8.7,Perfect for families,669.65,8.6,Flight,240 mins,8.8,
POI_03768,Family,5,26-35,China,6.3,6.7,Could be better maintained,250.01,3.7,Cruise,60 mins,6.7,
POI_03769,Family,5,36-45,Germany,9.4,9.4,Peaceful and relaxing atmosphere,791.79,6.1,Train,60 mins,9.3,
POI_03770,Couple,2,26-35,France,8.4,8.3,Excellent facilities and staff,404.18,8,Car,60 mins,7.6,
POI_03771,Couple,2,26-35,France,9.1,8.5,Good value for money,104.85,4.3,Flight,240 mins,8.1,
POI_03772,Solo,1,46-55,China,6.9,6.8,Excellent facilities and staff,235.98,3.8,Flight,60 mins,6.7,
POI_03773,Solo,1,56-65,United Kingdom,6.5,6.6,Could be better maintained,777.62,4.8,Train,90 mins,6.8,
POI_03774,Solo,1,36-45,United Kingdom,7.8,7.4,Highly recommended destination,392.33,4.1,Train,30 mins,8,
POI_03775,Family,3,18-25,China,8.4,8.1,Highly recommended destination,220.49,4.1,Flight,30 mins,7.6,
POI_03776,Solo,1,18-25,United Kingdom,7.9,8.3,Good value for money,739.64,7.5,Flight,120 mins,9,
POI_03777,Solo,1,26-35,Australia,8,8.7,Breathtaking views,166.17,6.5,Cruise,90 mins,9.2,
POI_03778,Solo,1,65+,France,6.5,6.1,Perfect for families,671.73,5,Cruise,24 hours,6.7,
POI_03779,Couple,2,46-55,Germany,9.9,9.5,Could be better maintained,763.55,4.9,Train,90 mins,9.4,
POI_03780,Solo,1,26-35,Australia,7.9,7.3,Excellent facilities and staff,386.27,7.3,Train,120 mins,7.1,
POI_03781,Couple,2,26-35,United Kingdom,6,6.5,Perfect for families,394.3,6.1,Car,120 mins,7.1,
POI_03782,Solo,1,36-45,Japan,7,6.7,Perfect for families,652.92,6.5,Cruise,30 mins,7.3,
POI_03783,Family,4,46-55,Australia,6.2,6.2,Could be better maintained,685.49,5,Bus,48 hours,6.2,
POI_03784,Solo,1,36-45,Japan,8.9,9.3,Perfect for families,581.66,8.9,Train,60 mins,8.6,
POI_03785,Family,5,56-65,Canada,6.8,7.2,Highly recommended destination,118.65,5.8,Flight,96 hours,7.9,
POI_03786,Friends,6,26-35,China,8.4,8.5,Beautiful location but crowded,566.56,5.2,Bus,30 mins,8.6,
POI_03787,Solo,1,65+,Japan,7.6,6.9,Peaceful and relaxing atmosphere,539.87,5.4,Train,90 mins,7,
POI_03788,Friends,6,56-65,United States,10,9.5,Highly recommended destination,674.18,5.1,Cruise,60 mins,10,
POI_03789,Friends,5,36-45,Canada,6.5,6,Unforgettable memories created,412.38,3.5,Cruise,240 mins,6.4,
POI_03790,Couple,2,46-55,United Kingdom,6.4,6.3,Could be better maintained,717.83,5.3,Car,120 mins,6.6,
POI_03791,Friends,3,46-55,United Kingdom,8,8.7,Perfect for families,301.47,8.3,Train,30 mins,8.7,
POI_03792,Family,4,18-25,China,7.8,8.6,Unforgettable memories created,409.8,8.3,Train,240 mins,9.3,
POI_03793,Couple,2,46-55,China,8.6,9.4,Amazing experience with great service,709.69,8.5,Flight,240 mins,9.8,
POI_03794,Friends,5,36-45,Canada,5.7,6.1,Amazing experience with great service,102.72,3.8,Car,60 mins,6.4,
POI_03795,Family,4,46-55,France,7.2,7.1,Beautiful location but crowded,110.94,5.6,Cruise,96 hours,7.7,
POI_03796,Solo,1,46-55,Germany,7.4,8.1,Excellent facilities and staff,667.8,6.9,Cruise,180 mins,7.7,
POI_03797,Friends,5,18-25,Canada,7.5,8.1,Beautiful location but crowded,378.55,6,Cruise,90 mins,8.3,
POI_03798,Solo,1,46-55,United Kingdom,8.4,7.9,Could be better maintained,354.75,4.9,Car,180 mins,7.8,
POI_03799,Friends,3,46-55,France,7.2,7.7,Amazing experience with great service,517.27,5.3,Flight,180 mins,8.2,
POI_03800,Friends,7,65+,China,8.6,8.8,Highly recommended destination,726.71,6.4,Flight,120 mins,8.1,
POI_03801,Solo,1,18-25,United States,6.3,6.1,Excellent facilities and staff,431.66,5.7,Train,60 mins,6.3,
POI_03802,Solo,1,65+,United States,7.1,7.3,Beautiful location but crowded,558.88,5.4,Flight,180 mins,7.9,
POI_03803,Friends,5,56-65,Canada,8,7.7,Beautiful location but crowded,631.59,6.9,Flight,30 mins,7.7,
POI_03804,Couple,2,36-45,China,9,8.4,Unforgettable memories created,123.92,6.2,Bus,90 mins,8.5,
POI_03805,Solo,1,18-25,Canada,6,6.4,Amazing experience with great service,553.78,4.1,Train,90 mins,6.5,
POI_03806,Family,4,65+,United Kingdom,9.1,9.2,Beautiful location but crowded,541.07,8.6,Cruise,240 mins,10,
POI_03807,Family,3,18-25,United Kingdom,6.6,6.7,Peaceful and relaxing atmosphere,739.03,4.8,Train,90 mins,6.6,
POI_03808,Friends,7,65+,Japan,9.4,9.6,Peaceful and relaxing atmosphere,624.12,7.1,Cruise,96 hours,10,
POI_03809,Friends,5,18-25,Germany,7,7.1,Unforgettable memories created,675.5,3.6,Train,24 hours,7,
POI_03810,Family,4,36-45,United Kingdom,5.8,6.4,Excellent facilities and staff,159.18,4.5,Cruise,240 mins,6.8,
POI_03811,Couple,2,18-25,Australia,5.9,6.2,Breathtaking views,102.14,5.4,Bus,120 mins,6,
POI_03812,Solo,1,65+,United States,8.5,8.5,Peaceful and relaxing atmosphere,657.23,5.8,Bus,30 mins,8.2,
POI_03813,Family,3,46-55,Japan,6.9,7.5,Could be better maintained,562.73,4.6,Bus,240 mins,7.4,
POI_03814,Couple,2,65+,United Kingdom,6.2,6.5,Highly recommended destination,633.81,3.5,Bus,60 mins,6.4,
POI_03815,Family,4,26-35,Canada,9.4,8.6,Peaceful and relaxing atmosphere,570.52,7.6,Cruise,72 hours,8.9,
POI_03816,Solo,1,36-45,Germany,7.2,7.7,Breathtaking views,429.91,5.5,Bus,90 mins,7.2,
POI_03817,Couple,2,36-45,Japan,6.6,6.9,Good value for money,690.65,3.8,Train,72 hours,6.4,
POI_03818,Couple,2,65+,United States,9.9,9.7,Good value for money,774.46,8.1,Cruise,120 hours,8.7,
POI_03819,Family,4,65+,Canada,7.4,8.1,Could be better maintained,163,7.5,Flight,24 hours,7.9,
POI_03820,Solo,1,36-45,Germany,6,6.4,Unforgettable memories created,207.07,4.3,Car,60 mins,6.6,
POI_03821,Solo,1,56-65,China,9.9,9.1,Breathtaking views,520.35,8.3,Train,180 mins,8.6,
POI_03822,Solo,1,18-25,China,8.4,8.9,Amazing experience with great service,220.77,5.6,Flight,240 mins,9.7,
POI_03823,Couple,2,26-35,United States,9.2,8.5,Breathtaking views,626.04,5.9,Car,120 mins,7.7,
POI_03824,Friends,7,26-35,United Kingdom,7.6,7.5,Breathtaking views,489.81,7.1,Bus,120 mins,8.1,
POI_03825,Family,5,26-35,Canada,7.2,7.5,Beautiful location but crowded,488.97,4.4,Car,30 mins,7.5,
POI_03826,Friends,6,65+,France,6.3,6,Breathtaking views,557.13,5.5,Flight,90 mins,6.1,
POI_03827,Couple,2,65+,Japan,6.9,7.3,Peaceful and relaxing atmosphere,485.58,6.8,Flight,72 hours,7.6,
POI_03828,Family,3,26-35,Canada,7.9,7.6,Excellent facilities and staff,312.18,5,Car,90 mins,7.9,
POI_03829,Family,5,36-45,France,5.9,6.1,Amazing experience with great service,391.4,3.8,Car,60 mins,6.3,
POI_03830,Family,3,36-45,Japan,7.8,8,Good value for money,609.17,6,Cruise,240 mins,8,
POI_03831,Couple,2,26-35,Germany,7.9,8.5,Unforgettable memories created,519.79,5.4,Car,60 mins,8.4,
POI_03832,Family,5,46-55,Germany,9,9.3,Could be better maintained,189.42,5.3,Bus,48 hours,9.3,
POI_03833,Solo,1,18-25,Germany,9.3,9.1,Beautiful location but crowded,373.95,6.9,Flight,30 mins,9.5,
POI_03834,Friends,6,26-35,France,7.8,8.1,Unforgettable memories created,767.38,7.3,Train,30 mins,7.7,
POI_03835,Friends,5,56-65,Canada,8.3,7.6,Beautiful location but crowded,257.65,4.9,Bus,30 mins,7.8,
POI_03836,Family,5,36-45,United Kingdom,8,8.5,Perfect for families,190.52,6.5,Bus,60 mins,8,
POI_03837,Friends,3,18-25,United Kingdom,10,9.7,Amazing experience with great service,486.01,8.7,Cruise,180 mins,10,
POI_03838,Family,4,18-25,Japan,8.5,8.2,Good value for money,684.29,5.5,Bus,240 mins,8.3,
POI_03839,Solo,1,65+,United Kingdom,7.1,7.1,Highly recommended destination,451.95,4.8,Car,240 mins,7.7,
POI_03840,Couple,2,26-35,China,8.4,8.2,Beautiful location but crowded,339.23,6.2,Flight,90 mins,8.7,
POI_03841,Couple,2,18-25,United States,8.4,7.9,Breathtaking views,625.16,5.8,Flight,240 mins,8.2,
POI_03842,Couple,2,26-35,China,9.2,9.7,Breathtaking views,630.82,6.6,Car,96 hours,10,
POI_03843,Family,3,56-65,France,8.8,8.5,Perfect for families,159.1,5,Car,90 mins,8,
POI_03844,Solo,1,65+,France,8.3,7.7,Breathtaking views,540.29,5.4,Car,30 mins,7.9,
POI_03845,Couple,2,26-35,Australia,8.3,9,Good value for money,519.12,7.9,Flight,90 mins,9.8,
POI_03846,Couple,2,36-45,United States,7.7,8,Could be better maintained,702.85,4.3,Bus,120 mins,8.6,
POI_03847,Solo,1,18-25,Australia,8.6,8.7,Highly recommended destination,230.64,8.3,Cruise,120 mins,9.1,
POI_03848,Family,3,18-25,France,8.9,8.4,Beautiful location but crowded,522.48,8,Train,72 hours,8.2,
POI_03849,Friends,6,18-25,United States,7.4,7.7,Amazing experience with great service,741.84,4.6,Flight,180 mins,8,
POI_03850,Solo,1,56-65,Germany,8.2,8.5,Unforgettable memories created,577.96,7.5,Train,120 mins,7.9,
POI_03851,Solo,1,46-55,Japan,9,8.8,Amazing experience with great service,362.45,5,Flight,180 mins,9.5,
POI_03852,Friends,5,65+,Canada,7.2,7.4,Perfect for families,729.74,6.3,Train,60 mins,7.6,
POI_03853,Couple,2,56-65,China,7.7,7.2,Breathtaking views,136.02,5.2,Bus,90 mins,6.7,
POI_03854,Couple,2,18-25,Germany,8.6,9.4,Perfect for families,348.16,9.3,Train,96 hours,9.5,
POI_03855,Solo,1,56-65,United Kingdom,7.5,6.9,Perfect for families,274.06,5.1,Bus,120 mins,6.5,
POI_03856,Friends,6,18-25,Japan,8.4,7.8,Peaceful and relaxing atmosphere,311.72,4.8,Cruise,48 hours,8.4,
POI_03857,Family,5,18-25,Germany,8.2,8.7,Good value for money,190.53,7.9,Car,120 mins,9.4,
POI_03858,Family,4,46-55,Japan,7.2,6.8,Peaceful and relaxing atmosphere,135.45,4.5,Car,180 mins,6.6,
POI_03859,Family,3,36-45,Canada,7.7,7.9,Could be better maintained,308.33,7.6,Car,30 mins,8.4,
POI_03860,Solo,1,56-65,Australia,9.8,9.3,Perfect for families,575.32,6.7,Bus,180 mins,10,
POI_03861,Solo,1,26-35,France,9.9,9.3,Beautiful location but crowded,579.47,8.1,Train,72 hours,8.5,
POI_03862,Friends,3,26-35,Canada,6.6,6.5,Breathtaking views,607.47,4.3,Bus,90 mins,6.6,
POI_03863,Couple,2,46-55,Canada,9,8.6,Could be better maintained,514.78,7.4,Bus,90 mins,8.6,
POI_03864,Solo,1,56-65,United Kingdom,9.4,9.3,Amazing experience with great service,302.29,6.5,Flight,60 mins,8.5,
POI_03865,Friends,7,26-35,United Kingdom,7,7.5,Amazing experience with great service,415.2,5.5,Train,24 hours,8,
POI_03866,Friends,6,56-65,Canada,9.6,9.8,Unforgettable memories created,142.77,7.8,Bus,180 mins,10,
POI_03867,Solo,1,18-25,France,6.4,7.1,Unforgettable memories created,556.02,6.9,Flight,120 mins,7.5,
POI_03868,Family,5,18-25,United States,9.7,9.5,Highly recommended destination,536.14,8.7,Train,60 mins,9.9,
POI_03869,Couple,2,26-35,Australia,9,8.3,Perfect for families,517.7,4.9,Flight,240 mins,8.3,
POI_03870,Solo,1,65+,Canada,5.6,6,Breathtaking views,551.6,5.1,Car,30 mins,5.7,
POI_03871,Friends,7,18-25,Germany,6.6,6.7,Unforgettable memories created,371.07,6.1,Bus,24 hours,7.1,
POI_03872,Friends,7,56-65,Canada,5.8,6.3,Breathtaking views,177.36,3.3,Flight,60 mins,6.2,
POI_03873,Family,3,36-45,Japan,6.4,6.1,Breathtaking views,477.19,4,Flight,90 mins,6.3,
POI_03874,Couple,2,18-25,United States,6.1,6.4,Highly recommended destination,472.37,4.7,Car,180 mins,6.3,
POI_03875,Solo,1,26-35,Australia,7.2,7.7,Peaceful and relaxing atmosphere,507,5.6,Train,60 mins,8.3,
POI_03876,Family,4,65+,Canada,7.8,7.7,Beautiful location but crowded,677.08,7.1,Cruise,120 hours,7.1,
POI_03877,Family,4,65+,United Kingdom,8.6,8.7,Unforgettable memories created,497.18,4.7,Train,30 mins,8.5,
POI_03878,Family,4,18-25,Canada,6.2,6.8,Perfect for families,475.8,5,Flight,240 mins,6.8,
POI_03879,Solo,1,65+,France,9.8,9.5,Unforgettable memories created,370.83,9.4,Bus,30 mins,9.3,
POI_03880,Family,3,36-45,Canada,7.3,7.5,Amazing experience with great service,217.83,7.2,Bus,90 mins,8,
POI_03881,Family,5,65+,Canada,9.5,9.9,Could be better maintained,696.38,7.5,Flight,240 mins,9.5,
POI_03882,Friends,5,65+,Canada,7.5,8.3,Amazing experience with great service,709.19,5.2,Bus,240 mins,8.2,
POI_03883,Couple,2,46-55,France,7,7.6,Good value for money,735.15,7.4,Flight,24 hours,7.5,
POI_03884,Family,5,65+,China,7.5,7.7,Highly recommended destination,135.89,4.5,Bus,180 mins,8.3,
POI_03885,Couple,2,26-35,Australia,7.7,7.4,Highly recommended destination,745.26,5.3,Bus,180 mins,6.7,
POI_03886,Family,3,36-45,Canada,8.8,9,Breathtaking views,704.94,5.2,Car,48 hours,9.4,
POI_03887,Couple,2,26-35,United Kingdom,8.3,7.7,Excellent facilities and staff,570.06,5.3,Car,120 mins,7.4,
POI_03888,Family,4,26-35,Japan,7.3,8,Amazing experience with great service,475.07,4.9,Cruise,90 mins,7.8,
POI_03889,Friends,7,46-55,United Kingdom,7.3,6.7,Excellent facilities and staff,719.65,5.6,Car,120 mins,6.7,
POI_03890,Solo,1,18-25,United States,9.3,9.7,Excellent facilities and staff,731.45,8.2,Car,72 hours,10,
POI_03891,Friends,6,56-65,Canada,9.4,9.3,Unforgettable memories created,605.14,4.7,Train,240 mins,9.6,
POI_03892,Friends,5,56-65,Germany,6.1,6.2,Highly recommended destination,229.05,5.2,Bus,180 mins,6.5,
POI_03893,Friends,4,56-65,China,8,8,Breathtaking views,236.99,5.8,Car,48 hours,8.6,
POI_03894,Family,4,26-35,China,8.6,8.5,Unforgettable memories created,757.35,7,Cruise,180 mins,8.5,
POI_03895,Couple,2,56-65,Japan,6.6,7.1,Amazing experience with great service,715.33,3.6,Cruise,120 mins,7.1,
POI_03896,Solo,1,46-55,Australia,6.9,7,Could be better maintained,619.63,5.3,Bus,96 hours,7.5,
POI_03897,Family,4,65+,Canada,8.6,8.4,Peaceful and relaxing atmosphere,162.05,5.9,Bus,180 mins,8.6,
POI_03898,Solo,1,65+,Australia,8.4,8.6,Excellent facilities and staff,236.33,5.2,Car,48 hours,8.9,
POI_03899,Friends,4,26-35,Australia,9.5,9.3,Perfect for families,151.64,7.6,Flight,120 hours,10,
POI_03900,Couple,2,26-35,France,7.7,8.5,Amazing experience with great service,553.92,5.2,Bus,60 mins,8.6,
POI_03901,Friends,7,65+,Japan,8.3,9,Amazing experience with great service,731.04,7.3,Flight,120 mins,9.8,
POI_03902,Friends,7,46-55,United Kingdom,7.4,7,Peaceful and relaxing atmosphere,442.36,5.3,Car,240 mins,6.8,
POI_03903,Friends,3,36-45,France,6.5,6,Good value for money,191.36,4.4,Car,90 mins,6.1,
POI_03904,Friends,3,46-55,United Kingdom,8.5,9.1,Excellent facilities and staff,416.26,7,Train,60 mins,8.9,
POI_03905,Solo,1,18-25,United Kingdom,6,6,Could be better maintained,782.3,5.3,Flight,60 mins,6.1,
POI_03906,Solo,1,36-45,China,7.3,7.2,Peaceful and relaxing atmosphere,443.02,4.6,Car,60 mins,7.7,
POI_03907,Friends,3,36-45,United States,9.4,9.5,Amazing experience with great service,675.6,6.4,Flight,120 mins,10,
POI_03908,Couple,2,26-35,France,7.6,7.2,Peaceful and relaxing atmosphere,688.86,4.6,Car,90 mins,7.6,
POI_03909,Family,5,36-45,China,6.8,7.4,Good value for money,358.18,4.1,Cruise,120 hours,7.8,
POI_03910,Solo,1,26-35,China,7.1,7.6,Perfect for families,788.09,6.4,Bus,180 mins,7.4,
POI_03911,Solo,1,18-25,Australia,5.9,6.3,Good value for money,767.77,4.1,Bus,30 mins,6.1,
POI_03912,Couple,2,18-25,Australia,6.1,6.6,Unforgettable memories created,287.39,5.7,Cruise,60 mins,6.6,
POI_03913,Couple,2,56-65,Germany,10,9.9,Amazing experience with great service,320.07,5.1,Train,180 mins,9.2,
POI_03914,Couple,2,65+,China,9.4,9.2,Unforgettable memories created,327.17,6.5,Flight,48 hours,9.8,
POI_03915,Solo,1,56-65,France,10,9.9,Peaceful and relaxing atmosphere,783.81,7.2,Flight,180 mins,9.5,
POI_03916,Friends,7,65+,United States,7.5,7.2,Perfect for families,318.08,4.5,Car,180 mins,7.8,
POI_03917,Couple,2,26-35,United States,7.7,7.3,Amazing experience with great service,492.02,5.3,Car,120 mins,7.7,
POI_03918,Couple,2,65+,Germany,8.2,9,Perfect for families,798.2,8.8,Flight,120 mins,8.2,
POI_03919,Solo,1,56-65,Japan,9,9.8,Perfect for families,524.56,8.1,Bus,120 mins,10,
POI_03920,Friends,5,36-45,Germany,6.4,6.9,Could be better maintained,155.77,4.2,Train,180 mins,7.1,
POI_03921,Solo,1,56-65,China,6.8,6.4,Amazing experience with great service,517.28,5.5,Train,96 hours,6.6,
POI_03922,Couple,2,26-35,China,7.8,7.4,Beautiful location but crowded,146.66,7.1,Flight,240 mins,7.4,
POI_03923,Friends,7,26-35,China,7,6.6,Good value for money,239.73,4.2,Train,30 mins,6.1,
POI_03924,Solo,1,26-35,France,9.2,9.8,Breathtaking views,607.57,7.4,Train,48 hours,10,
POI_03925,Friends,3,46-55,United States,8,8.1,Perfect for families,225,5,Cruise,30 mins,7.3,
POI_03926,Family,5,18-25,China,9.6,9.7,Perfect for families,456.66,7.7,Car,60 mins,9.9,
POI_03927,Family,4,56-65,China,5.6,6.1,Peaceful and relaxing atmosphere,571.73,4.7,Cruise,180 mins,6.6,
POI_03928,Solo,1,56-65,Japan,8.5,8.3,Peaceful and relaxing atmosphere,141.94,7.6,Flight,120 mins,8.3,
POI_03929,Family,5,36-45,Japan,9.4,9.9,Perfect for families,500.19,7,Train,240 mins,10,
POI_03930,Solo,1,26-35,Germany,8.5,8.4,Peaceful and relaxing atmosphere,705.27,6.4,Car,60 mins,7.8,
POI_03931,Family,4,56-65,France,6.9,7.5,Unforgettable memories created,555.67,6.1,Flight,180 mins,7.6,
POI_03932,Family,3,56-65,United States,7.6,7.5,Perfect for families,434.69,3.8,Train,60 mins,8.2,
POI_03933,Solo,1,46-55,United States,9,9,Excellent facilities and staff,680.78,7.1,Bus,180 mins,9,
POI_03934,Couple,2,26-35,China,9.6,9,Could be better maintained,414.45,8.3,Bus,30 mins,8.7,
POI_03935,Family,4,65+,France,7.3,6.9,Good value for money,729.01,5.2,Flight,60 mins,7,
POI_03936,Solo,1,46-55,Germany,8,8.3,Unforgettable memories created,492.91,6.2,Bus,60 mins,8.9,
POI_03937,Solo,1,46-55,China,6.7,7,Highly recommended destination,593.37,4,Train,240 mins,7.5,
POI_03938,Family,5,36-45,Japan,8.9,8.4,Beautiful location but crowded,681.54,5.4,Cruise,240 mins,8.4,
POI_03939,Family,5,18-25,China,7.5,6.9,Breathtaking views,499.22,6.1,Flight,240 mins,7.2,
POI_03940,Couple,2,46-55,Japan,5.9,6.2,Excellent facilities and staff,346.59,4,Flight,30 mins,6.4,
POI_03941,Family,3,46-55,Germany,7.7,7.1,Good value for money,761.11,4.4,Bus,120 mins,6.9,
POI_03942,Friends,4,56-65,China,9.9,9.6,Amazing experience with great service,666.2,6.3,Cruise,30 mins,9.1,
POI_03943,Solo,1,36-45,Japan,9.4,9.5,Beautiful location but crowded,506.4,8.6,Car,180 mins,9,
POI_03944,Solo,1,46-55,United Kingdom,8.7,8.8,Unforgettable memories created,527.43,6,Bus,96 hours,9.6,
POI_03945,Family,5,56-65,United Kingdom,7.9,8.2,Could be better maintained,124,4.2,Train,60 mins,8.9,
POI_03946,Family,3,36-45,United States,8.5,8.2,Good value for money,387.13,5.4,Flight,240 mins,7.9,
POI_03947,Friends,6,26-35,Germany,9.3,8.9,Amazing experience with great service,216.66,5.3,Flight,60 mins,8.2,
POI_03948,Couple,2,26-35,Canada,7.3,7.8,Good value for money,255.93,7.5,Bus,180 mins,7.7,
POI_03949,Family,3,46-55,Germany,9.4,8.6,Perfect for families,179.94,4.6,Train,72 hours,8,
POI_03950,Couple,2,56-65,Canada,6.7,6.3,Good value for money,226.72,4,Car,90 mins,6.4,
POI_03951,Friends,4,18-25,Australia,8.1,8.9,Amazing experience with great service,636.09,8.7,Flight,180 mins,9.5,
POI_03952,Family,5,65+,Germany,5.9,6.3,Beautiful location but crowded,767.23,3.8,Bus,90 mins,6,
POI_03953,Family,5,65+,United States,8.8,8.1,Excellent facilities and staff,413.44,4.8,Car,90 mins,7.6,
POI_03954,Couple,2,56-65,France,5.9,6.3,Good value for money,210.98,3.3,Car,120 mins,6.6,
POI_03955,Couple,2,26-35,Japan,6.7,6.8,Beautiful location but crowded,712.44,5.3,Bus,72 hours,7.2,
POI_03956,Friends,7,36-45,Japan,9.8,9.7,Beautiful location but crowded,116.16,7.1,Train,180 mins,9,
POI_03957,Friends,3,46-55,Japan,6.7,6.4,Could be better maintained,224.95,5.9,Flight,60 mins,6.7,
POI_03958,Couple,2,65+,Canada,9,8.7,Perfect for families,201.23,5.1,Train,240 mins,8.6,
POI_03959,Family,4,46-55,France,6.2,6.4,Unforgettable memories created,103.02,6.2,Cruise,180 mins,6.7,
POI_03960,Family,3,36-45,Germany,6.5,6.7,Amazing experience with great service,481.71,3.4,Cruise,60 mins,6.7,
POI_03961,Family,4,46-55,Australia,8.5,8.6,Amazing experience with great service,410.82,8.4,Bus,180 mins,8,
POI_03962,Friends,3,18-25,United States,6.8,6.4,Highly recommended destination,545.14,5,Flight,24 hours,6.4,
POI_03963,Couple,2,56-65,Japan,9.6,9.9,Perfect for families,746.89,6,Flight,60 mins,9.1,
POI_03964,Family,5,36-45,China,6.6,6.5,Peaceful and relaxing atmosphere,281.67,3.5,Train,60 mins,6.6,
POI_03965,Family,3,36-45,Germany,8.2,8.4,Could be better maintained,317.93,7.3,Flight,72 hours,8,
POI_03966,Friends,5,56-65,United States,8.7,8.4,Beautiful location but crowded,310.26,6.7,Flight,240 mins,8.6,
POI_03967,Couple,2,26-35,United Kingdom,7.4,7.6,Breathtaking views,764.19,4.1,Train,90 mins,8.2,
POI_03968,Couple,2,18-25,United States,8.1,7.4,Perfect for families,557.62,5.1,Bus,30 mins,6.9,
POI_03969,Couple,2,46-55,Canada,7.3,7.5,Breathtaking views,262.09,4.3,Train,96 hours,7.5,
POI_03970,Solo,1,56-65,Australia,6.5,7.1,Highly recommended destination,734.81,4.6,Cruise,24 hours,6.8,
POI_03971,Couple,2,65+,China,6.9,7.4,Unforgettable memories created,578.64,7.2,Flight,240 mins,6.7,
POI_03972,Couple,2,65+,China,8.1,7.9,Unforgettable memories created,501.22,6.2,Flight,30 mins,8.3,
POI_03973,Friends,4,26-35,Canada,8,8.2,Good value for money,411.09,7.6,Car,60 mins,8.2,
POI_03974,Friends,5,56-65,Australia,6.8,7,Highly recommended destination,213.73,6.7,Car,180 mins,6.4,
POI_03975,Friends,4,36-45,China,8.5,8.4,Peaceful and relaxing atmosphere,137.26,5.4,Cruise,90 mins,8.9,
POI_03976,Solo,1,18-25,Japan,6.5,7.1,Perfect for families,370.22,6.4,Bus,120 mins,7.6,
POI_03977,Friends,5,18-25,Japan,10,10,Highly recommended destination,551.09,9.6,Bus,120 hours,10,
POI_03978,Solo,1,36-45,France,6.1,6.6,Perfect for families,794.36,5.5,Train,240 mins,6.9,
POI_03979,Solo,1,56-65,China,8,8.5,Highly recommended destination,395.02,7.3,Flight,240 mins,7.8,
POI_03980,Solo,1,36-45,United States,9.3,9.4,Perfect for families,171.73,9,Flight,180 mins,9.7,
POI_03981,Friends,7,26-35,Australia,6.4,6.7,Peaceful and relaxing atmosphere,750,3.4,Flight,60 mins,6.9,
POI_03982,Couple,2,65+,United Kingdom,5.6,6.1,Peaceful and relaxing atmosphere,560.04,3.7,Car,60 mins,5.8,
POI_03983,Solo,1,46-55,France,9.2,9.8,Peaceful and relaxing atmosphere,376.71,5,Train,90 mins,9.8,
POI_03984,Couple,2,18-25,China,10,9.8,Highly recommended destination,783.1,7,Cruise,30 mins,9.3,
POI_03985,Solo,1,56-65,Canada,7.1,7.1,Amazing experience with great service,134.92,6,Train,30 mins,7.2,
POI_03986,Family,3,56-65,China,8.1,8.9,Beautiful location but crowded,637.16,5,Bus,90 mins,8.2,
POI_03987,Couple,2,46-55,Canada,9,8.5,Amazing experience with great service,527.19,5.1,Cruise,120 mins,8.1,
POI_03988,Couple,2,36-45,Germany,6.4,6,Could be better maintained,236.26,3.2,Flight,96 hours,6.4,
POI_03989,Couple,2,26-35,Japan,8.5,9.3,Breathtaking views,387.86,6.8,Cruise,120 mins,9.1,
POI_03990,Solo,1,56-65,Australia,8.7,7.9,Highly recommended destination,264.64,4.6,Train,180 mins,8.1,
POI_03991,Couple,2,18-25,Japan,7.7,8.3,Peaceful and relaxing atmosphere,660.59,5.8,Train,30 mins,8.2,
POI_03992,Family,4,46-55,Japan,8.5,9.1,Good value for money,344.8,5.9,Bus,120 mins,9.5,
POI_03993,Solo,1,65+,France,8.8,8.8,Perfect for families,432.59,8.4,Train,60 mins,8.8,
POI_03994,Family,3,56-65,Japan,6.8,7,Excellent facilities and staff,590.91,6,Cruise,96 hours,6.8,
POI_03995,Couple,2,65+,Germany,9.1,9.3,Perfect for families,145.83,9.2,Train,30 mins,8.7,
POI_03996,Couple,2,65+,China,8.3,8.5,Perfect for families,409.6,7.4,Car,30 mins,9.1,
POI_03997,Family,5,18-25,China,9.5,9.2,Breathtaking views,205.69,7.7,Train,60 mins,9.1,
POI_03998,Family,5,26-35,Australia,8.1,8,Unforgettable memories created,635.03,6.6,Bus,48 hours,7.3,
